id,sex,deg,yrdeg,field,startyr,first_associate_year,ever_promoted,associate_cohort_bin,assoc_year_centered,promotion_year,associate_year_before_promotion,salary_before_promotion,salary_at_promotion,salary_change_at_promotion
766,M,PhD,79,Prof,79,85,1,"(80, 85]",0.6991869918699223,90,,,6297.0,
769,M,PhD,76,Other,77,82,1,"(80, 85]",-2.3008130081300777,93,79.0,1760.0,4286.0,2526.0
770,M,PhD,67,Other,69,76,1,"(75, 80]",-8.300813008130078,78,,,2586.0,
771,M,PhD,73,Other,74,79,1,"(75, 80]",-5.300813008130078,85,81.0,3467.0,5274.0,1807.0
776,M,PhD,70,Arts,74,76,1,"(75, 80]",-8.300813008130078,81,76.0,1773.0,3092.0,1319.0
777,M,PhD,83,Other,88,90,1,"(85, 90]",5.699186991869922,93,92.0,7712.0,8402.0,690.0
779,M,PhD,78,Prof,79,84,1,"(80, 85]",-0.3008130081300777,90,,,6480.0,
782,M,PhD,74,Other,78,82,1,"(80, 85]",-2.3008130081300777,87,,,3715.0,
783,M,PhD,80,Other,80,86,1,"(85, 90]",1.6991869918699223,92,91.0,3934.0,4348.0,414.0
784,F,PhD,83,Other,83,88,1,"(85, 90]",3.6991869918699223,95,,,4945.0,
788,M,PhD,68,Prof,68,76,1,"(75, 80]",-8.300813008130078,81,80.0,2642.0,3005.0,363.0
789,M,PhD,72,Other,72,78,1,"(75, 80]",-6.300813008130078,83,,,3406.0,
794,F,PhD,64,Other,64,76,1,"(75, 80]",-8.300813008130078,81,80.0,2597.0,3005.0,408.0
807,M,PhD,71,Prof,76,80,1,"(75, 80]",-4.300813008130078,87,80.0,2841.0,5617.0,2776.0
808,M,PhD,73,Other,83,83,1,"(80, 85]",-1.3008130081300777,90,89.0,4264.0,4658.0,394.0
810,M,PhD,75,Other,75,81,1,"(80, 85]",-3.3008130081300777,92,90.0,4101.0,4881.0,780.0
811,M,PhD,73,Other,75,81,1,"(80, 85]",-3.3008130081300777,89,85.0,3386.0,4585.0,1199.0
820,M,PhD,71,Other,71,76,1,"(75, 80]",-8.300813008130078,80,79.0,2912.0,3240.0,328.0
823,F,PhD,71,Other,70,77,1,"(75, 80]",-7.300813008130078,86,85.0,3290.0,3839.394,549.3939999999998
825,M,PhD,73,Other,76,79,1,"(75, 80]",-5.300813008130078,95,94.0,4743.0,5022.0,279.0
828,M,PhD,69,Other,76,79,1,"(75, 80]",-5.300813008130078,85,,,3534.0,
830,F,PhD,73,Other,76,79,1,"(75, 80]",-5.300813008130078,82,77.0,1743.0,3182.0,1439.0
835,M,PhD,71,Prof,80,80,1,"(75, 80]",-4.300813008130078,87,80.0,3205.0,5537.0,2332.0
836,F,PhD,82,Other,77,84,1,"(80, 85]",-0.3008130081300777,91,90.0,4400.0,5465.0,1065.0
837,M,PhD,69,Prof,69,76,1,"(75, 80]",-8.300813008130078,85,81.0,3228.0,4256.0,1028.0
840,M,PhD,69,Prof,71,77,1,"(75, 80]",-7.300813008130078,84,77.0,2133.0,4100.0,1967.0
845,M,PhD,69,Other,72,82,1,"(80, 85]",-2.3008130081300777,95,94.0,4348.0,4670.0,322.0
847,M,PhD,75,Other,83,83,1,"(80, 85]",-1.3008130081300777,92,91.0,5311.0,5624.0,313.0
848,F,PhD,70,Other,74,78,1,"(75, 80]",-6.300813008130078,84,83.0,4214.667,4438.0,223.33299999999963
852,M,PhD,74,Arts,75,81,1,"(80, 85]",-3.3008130081300777,87,86.0,3389.0,3662.0,273.0
854,M,PhD,71,Prof,83,83,1,"(80, 85]",-1.3008130081300777,86,85.0,4908.0,5669.0,761.0
855,F,PhD,69,Arts,68,76,1,"(75, 80]",-8.300813008130078,81,,,2920.0,
856,M,PhD,75,Other,76,83,1,"(80, 85]",-1.3008130081300777,87,86.0,4254.0,4598.0,344.0
859,M,PhD,68,Other,68,76,1,"(75, 80]",-8.300813008130078,94,83.0,2787.0,4951.0,2164.0
860,F,PhD,74,Other,77,80,1,"(75, 80]",-4.300813008130078,88,87.0,3822.0,4165.0,343.0
863,M,PhD,78,Other,78,84,1,"(80, 85]",-0.3008130081300777,90,79.0,2346.0,7583.0,5237.0
866,F,PhD,73,Arts,72,79,1,"(75, 80]",-5.300813008130078,83,82.0,2532.0,3092.0,560.0
872,M,PhD,59,Other,65,76,1,"(75, 80]",-8.300813008130078,79,78.0,2378.0,2715.0,337.0
875,M,PhD,71,Other,74,76,1,"(75, 80]",-8.300813008130078,79,,,3300.0,
878,M,PhD,66,Other,66,76,1,"(75, 80]",-8.300813008130078,93,92.0,4112.0,4676.0,564.0
880,M,PhD,65,Other,72,76,1,"(75, 80]",-8.300813008130078,81,,,2834.0,
887,F,PhD,73,Other,73,76,1,"(75, 80]",-8.300813008130078,78,77.0,1921.0,2280.0,359.0
892,M,PhD,83,Other,87,90,1,"(85, 90]",5.699186991869922,94,93.0,4812.0,4951.0,139.0
895,M,PhD,75,Prof,78,81,1,"(80, 85]",-3.3008130081300777,94,,,5551.0,
898,M,PhD,78,Other,79,86,1,"(85, 90]",1.6991869918699223,92,91.0,5624.0,6396.0,772.0
905,M,PhD,67,Other,65,76,1,"(75, 80]",-8.300813008130078,77,,,2586.0,
908,M,PhD,79,Prof,80,87,1,"(85, 90]",2.6991869918699223,93,85.0,4077.0,7283.0,3206.0
917,M,PhD,72,Other,76,78,1,"(75, 80]",-6.300813008130078,83,82.0,2917.0,3167.0,250.0
919,M,PhD,75,Other,88,88,1,"(85, 90]",3.6991869918699223,95,94.0,5705.0,6305.0,600.0
920,M,PhD,77,Other,82,88,1,"(85, 90]",3.6991869918699223,95,94.0,4743.0,5168.0,425.0
921,M,PhD,77,Prof,77,81,1,"(80, 85]",-3.3008130081300777,85,84.0,4195.0,4317.0,122.0
924,M,PhD,82,Other,85,88,1,"(85, 90]",3.6991869918699223,95,94.0,4951.0,5538.0,587.0
925,F,PhD,77,Other,78,78,1,"(75, 80]",-6.300813008130078,84,,,3790.0,
927,M,PhD,79,Prof,91,91,1,"(90, 95]",6.699186991869922,95,,,7078.0,
929,M,PhD,67,Other,70,76,1,"(75, 80]",-8.300813008130078,81,79.0,2583.0,3369.0,786.0
930,M,PhD,65,Prof,67,76,1,"(75, 80]",-8.300813008130078,78,77.0,2216.0,2378.0,162.0
939,M,PhD,68,Arts,60,76,1,"(75, 80]",-8.300813008130078,86,77.0,2136.0,3909.0,1773.0
944,M,PhD,68,Arts,69,77,1,"(75, 80]",-7.300813008130078,85,,,3586.0,
955,M,PhD,72,Prof,72,79,1,"(75, 80]",-5.300813008130078,84,80.0,2196.0,3059.0,863.0
957,M,PhD,71,Other,73,76,1,"(75, 80]",-8.300813008130078,80,79.0,2540.0,2824.0,284.0
958,M,PhD,80,Other,80,86,1,"(85, 90]",1.6991869918699223,93,92.0,5472.0,5794.0,322.0
967,M,PhD,70,Arts,67,76,1,"(75, 80]",-8.300813008130078,80,76.0,2196.0,3398.0,1202.0
969,M,PhD,74,Prof,81,81,1,"(80, 85]",-3.3008130081300777,95,94.0,6878.0,7602.0,724.0
972,M,PhD,76,Other,76,83,1,"(80, 85]",-1.3008130081300777,87,83.0,4280.0,6619.0,2339.0
973,M,PhD,76,Other,77,82,1,"(80, 85]",-2.3008130081300777,87,86.0,3437.0,3715.0,278.0
977,M,PhD,73,Other,86,86,1,"(85, 90]",1.6991869918699223,88,,,3877.0,
979,M,PhD,82,Prof,82,90,1,"(85, 90]",5.699186991869922,94,90.0,5617.0,6684.0,1067.0
982,M,PhD,78,Other,86,86,1,"(85, 90]",1.6991869918699223,94,91.0,5870.0,6846.0,976.0
989,M,PhD,67,Other,70,76,1,"(75, 80]",-8.300813008130078,81,,,3228.0,
990,M,PhD,66,Prof,65,76,1,"(75, 80]",-8.300813008130078,82,81.0,3137.0,3467.0,330.0
993,M,PhD,77,Other,83,83,1,"(80, 85]",-1.3008130081300777,86,,,6730.0,
994,F,PhD,74,Other,76,81,1,"(80, 85]",-3.3008130081300777,94,93.0,5465.0,5623.333,158.33299999999963
995,M,PhD,72,Other,75,79,1,"(75, 80]",-5.300813008130078,85,,,3534.0,
997,M,PhD,79,Other,89,89,1,"(85, 90]",4.699186991869922,93,,,6040.0,
999,M,PhD,70,Other,69,76,1,"(75, 80]",-8.300813008130078,80,79.0,2860.0,3164.0,304.0
1000,F,PhD,84,Other,84,89,1,"(85, 90]",4.699186991869922,95,94.0,4604.0,6347.0,1743.0
1009,M,PhD,78,Arts,80,84,1,"(80, 85]",-0.3008130081300777,90,,,5780.0,
1013,M,PhD,80,Other,87,87,1,"(85, 90]",2.6991869918699223,90,,,6668.0,
1019,M,PhD,79,Other,80,87,1,"(85, 90]",2.6991869918699223,94,,,5095.0,
1026,M,PhD,75,Prof,79,82,1,"(80, 85]",-2.3008130081300777,85,84.0,4013.0,4130.0,117.0
1028,M,PhD,82,Other,87,91,1,"(90, 95]",6.699186991869922,95,88.0,3409.0,4951.0,1542.0
1039,F,PhD,81,Other,85,85,1,"(80, 85]",0.6991869918699223,89,88.0,3986.0,4515.0,529.0
1040,M,PhD,67,Prof,67,76,1,"(75, 80]",-8.300813008130078,78,77.0,2544.0,2757.0,213.0
1041,M,PhD,65,Other,66,76,1,"(75, 80]",-8.300813008130078,78,77.0,2296.0,2544.0,248.0
1042,M,PhD,67,Other,60,76,1,"(75, 80]",-8.300813008130078,83,82.0,3719.0,4096.0,377.0
1043,M,PhD,76,Other,76,81,1,"(80, 85]",-3.3008130081300777,89,88.0,3508.0,4269.0,761.0
1045,M,PhD,70,Other,71,76,1,"(75, 80]",-8.300813008130078,85,81.0,2876.0,3581.0,705.0
1048,M,PhD,79,Other,90,90,1,"(85, 90]",5.699186991869922,95,94.0,6684.0,7078.0,394.0
1060,F,PhD,63,Other,74,83,1,"(80, 85]",-1.3008130081300777,93,76.0,1575.0,5624.0,4049.0
1062,M,PhD,67,Other,62,76,1,"(75, 80]",-8.300813008130078,81,78.0,2296.0,3048.0,752.0
1064,M,PhD,79,Other,83,85,1,"(80, 85]",0.6991869918699223,90,87.0,3406.0,4155.0,749.0
1065,M,PhD,78,Prof,79,85,1,"(80, 85]",0.6991869918699223,91,90.0,6861.0,7494.0,633.0
1067,F,PhD,79,Other,85,85,1,"(80, 85]",0.6991869918699223,90,89.0,4456.0,5458.0,1002.0
1072,M,PhD,80,Prof,80,85,1,"(80, 85]",0.6991869918699223,90,84.0,3962.0,6960.0,2998.0
1073,M,PhD,82,Other,86,90,1,"(85, 90]",5.699186991869922,94,93.0,4812.0,4951.0,139.0
1078,M,PhD,66,Other,66,76,1,"(75, 80]",-8.300813008130078,78,,,2337.0,
1079,M,PhD,69,Arts,69,78,1,"(75, 80]",-6.300813008130078,95,92.0,4292.0,5318.0,1026.0
1080,M,PhD,70,Other,72,76,1,"(75, 80]",-8.300813008130078,77,,,2296.0,
1081,M,PhD,74,Other,77,80,1,"(75, 80]",-4.300813008130078,83,,,3401.0,
1086,F,PhD,78,Other,83,88,1,"(85, 90]",3.6991869918699223,94,93.0,4604.0,4737.0,133.0
1087,M,PhD,83,Prof,83,88,1,"(85, 90]",3.6991869918699223,95,90.0,5458.0,6781.0,1323.0
1091,M,PhD,75,Prof,79,81,1,"(80, 85]",-3.3008130081300777,85,84.0,3851.0,3962.0,111.0
1094,M,PhD,67,Prof,67,76,1,"(75, 80]",-8.300813008130078,80,79.0,2627.0,3105.0,478.0
1095,M,PhD,78,Other,80,86,1,"(85, 90]",1.6991869918699223,94,88.0,5310.0,7388.0,2078.0
1096,F,PhD,81,Other,81,86,1,"(85, 90]",1.6991869918699223,90,88.0,3764.0,4658.0,894.0
1098,F,PhD,81,Other,82,88,1,"(85, 90]",3.6991869918699223,95,,,6040.0,
1099,M,PhD,61,Arts,64,76,1,"(75, 80]",-8.300813008130078,77,,,2256.0,
1100,M,PhD,76,Other,84,84,1,"(80, 85]",-0.3008130081300777,86,,,4914.0,
1101,M,PhD,66,Prof,67,76,1,"(75, 80]",-8.300813008130078,78,77.0,2337.0,2544.0,207.0
1108,M,PhD,68,Other,75,80,1,"(75, 80]",-4.300813008130078,84,83.0,3258.0,3737.0,479.0
1112,M,PhD,68,Arts,72,76,1,"(75, 80]",-8.300813008130078,81,80.0,2507.0,2879.0,372.0
1113,M,PhD,68,Other,79,79,1,"(75, 80]",-5.300813008130078,86,79.0,2327.0,4641.0,2314.0
1114,M,PhD,66,Other,70,76,1,"(75, 80]",-8.300813008130078,80,79.0,2454.0,2732.0,278.0
1115,M,PhD,74,Prof,77,79,1,"(75, 80]",-5.300813008130078,88,,,5863.0,
1117,M,PhD,80,Other,84,87,1,"(85, 90]",2.6991869918699223,93,86.0,3487.0,5551.0,2064.0
1119,M,PhD,71,Other,73,79,1,"(75, 80]",-5.300813008130078,82,81.0,1710.0,2639.0,929.0
1120,M,PhD,75,Other,75,83,1,"(80, 85]",-1.3008130081300777,89,88.0,3711.0,4264.0,553.0
1134,F,PhD,71,Other,71,77,1,"(75, 80]",-7.300813008130078,85,,,4499.0,
1139,F,PhD,71,Other,76,80,1,"(75, 80]",-4.300813008130078,88,,,4473.0,
1149,M,PhD,65,Other,65,76,1,"(75, 80]",-8.300813008130078,78,76.0,2053.0,2586.0,533.0
1152,M,PhD,72,Arts,78,84,1,"(80, 85]",-0.3008130081300777,93,84.0,2935.0,4676.0,1741.0
1155,F,PhD,74,Other,79,86,1,"(85, 90]",1.6991869918699223,91,84.0,2977.0,6223.0,3246.0
1156,M,PhD,75,Other,77,83,1,"(80, 85]",-1.3008130081300777,88,87.0,3933.0,4347.0,414.0
1164,M,PhD,71,Prof,71,76,1,"(75, 80]",-8.300813008130078,81,,,3369.0,
1166,M,PhD,81,Other,84,88,1,"(85, 90]",3.6991869918699223,92,87.0,4669.0,9025.0,4356.0
1167,M,PhD,81,Other,85,89,1,"(85, 90]",4.699186991869922,91,,,6781.0,
1168,M,PhD,81,Other,85,88,1,"(85, 90]",3.6991869918699223,91,90.0,4220.0,4881.0,661.0
1169,F,PhD,75,Prof,73,81,1,"(80, 85]",-3.3008130081300777,86,,,4134.0,
1175,M,PhD,69,Other,69,76,1,"(75, 80]",-8.300813008130078,79,,,2411.0,
1176,F,PhD,70,Other,70,79,1,"(75, 80]",-5.300813008130078,84,80.0,2829.0,4130.0,1301.0
1179,M,PhD,80,Other,90,90,1,"(85, 90]",5.699186991869922,93,,,7078.0,
1187,M,PhD,68,Prof,71,76,1,"(75, 80]",-8.300813008130078,80,79.0,3172.0,3723.0,551.0
1194,M,PhD,64,Prof,63,76,1,"(75, 80]",-8.300813008130078,77,76.0,2160.606,2460.0,299.3939999999998
1195,F,PhD,76,Arts,77,83,1,"(80, 85]",-1.3008130081300777,89,86.0,3200.0,4269.0,1069.0
1197,F,PhD,70,Other,73,76,1,"(75, 80]",-8.300813008130078,80,,,2597.0,
1198,M,PhD,83,Prof,83,87,1,"(85, 90]",2.6991869918699223,91,90.0,6861.0,7602.0,741.0
1205,M,PhD,78,Other,78,84,1,"(80, 85]",-0.3008130081300777,92,,,6040.0,
1210,M,PhD,75,Other,81,82,1,"(80, 85]",-2.3008130081300777,90,89.0,4520.0,4869.0,349.0
1212,M,PhD,69,Other,69,76,1,"(75, 80]",-8.300813008130078,83,82.0,2838.0,3081.0,243.0
1215,M,PhD,80,Other,88,88,1,"(85, 90]",3.6991869918699223,93,92.0,5631.0,6048.0,417.0
1216,M,PhD,80,Other,80,88,1,"(85, 90]",3.6991869918699223,94,93.0,5712.0,5878.0,166.0
1218,M,PhD,84,Other,88,90,1,"(85, 90]",5.699186991869922,93,92.0,4743.0,5168.0,425.0
1225,F,PhD,73,Arts,78,81,1,"(80, 85]",-3.3008130081300777,86,85.0,2935.0,3487.0,552.0
1226,M,PhD,80,Other,81,85,1,"(80, 85]",0.6991869918699223,88,87.0,3715.0,3990.0,275.0
1230,M,PhD,73,Other,78,78,1,"(75, 80]",-6.300813008130078,83,81.0,2876.0,3457.0,581.0
1232,M,PhD,73,Prof,73,81,1,"(80, 85]",-3.3008130081300777,88,77.0,1680.0,3877.0,2197.0
1241,M,PhD,82,Other,85,91,1,"(90, 95]",6.699186991869922,95,88.0,3508.0,5878.0,2370.0
1246,M,PhD,74,Prof,79,86,1,"(85, 90]",1.6991869918699223,90,88.0,3768.0,4664.0,896.0
1252,M,PhD,68,Other,76,80,1,"(75, 80]",-4.300813008130078,86,83.0,3125.0,4199.0,1074.0
1257,M,PhD,79,Other,83,89,1,"(85, 90]",4.699186991869922,93,88.0,3662.0,5472.0,1810.0
1259,M,PhD,80,Prof,82,88,1,"(85, 90]",3.6991869918699223,92,91.0,7283.0,8165.0,882.0
1261,M,PhD,71,Other,70,76,1,"(75, 80]",-8.300813008130078,78,,,2569.0,
1263,M,PhD,74,Other,74,81,1,"(80, 85]",-3.3008130081300777,88,79.0,2120.0,3877.333,1757.333
1266,M,PhD,81,Other,83,89,1,"(85, 90]",4.699186991869922,94,93.0,4112.0,4676.0,564.0
1272,F,PhD,73,Other,73,80,1,"(75, 80]",-4.300813008130078,87,86.0,3433.0,3711.0,278.0
1277,M,PhD,66,Other,69,76,1,"(75, 80]",-8.300813008130078,78,,,2830.0,
1279,M,PhD,69,Arts,71,76,1,"(75, 80]",-8.300813008130078,81,79.0,2715.0,3228.0,513.0
1285,M,PhD,62,Other,76,81,1,"(80, 85]",-3.3008130081300777,87,86.0,3745.0,4047.0,302.0
1288,M,PhD,70,Other,73,77,1,"(75, 80]",-7.300813008130078,82,,,3002.0,
1289,M,PhD,71,Other,77,77,1,"(75, 80]",-7.300813008130078,81,79.0,2454.0,3005.0,551.0
1290,M,PhD,78,Other,78,87,1,"(85, 90]",2.6991869918699223,95,91.0,5162.0,6127.0,965.0
1296,F,PhD,75,Arts,79,86,1,"(85, 90]",1.6991869918699223,93,92.0,4292.0,4676.0,384.0
1297,M,PhD,71,Other,81,84,1,"(80, 85]",-0.3008130081300777,88,87.0,3768.0,4538.0,770.0
1298,M,PhD,81,Other,86,90,1,"(85, 90]",5.699186991869922,93,92.0,4743.0,5168.0,425.0
1300,F,PhD,76,Arts,81,85,1,"(80, 85]",0.6991869918699223,91,90.0,4101.0,4544.0,443.0
1303,M,PhD,70,Prof,74,76,1,"(75, 80]",-8.300813008130078,79,,,3016.418,
1304,M,PhD,70,Other,70,76,1,"(75, 80]",-8.300813008130078,84,83.0,2990.0,3240.0,250.0
1305,M,PhD,68,Other,68,76,1,"(75, 80]",-8.300813008130078,83,76.0,1794.03,3125.0,1330.97
1306,M,PhD,76,Other,84,84,1,"(80, 85]",-0.3008130081300777,87,86.0,5278.0,5703.0,425.0
1308,M,PhD,70,Other,70,76,1,"(75, 80]",-8.300813008130078,77,76.0,2461.0,2778.0,317.0
1317,M,PhD,67,Prof,59,76,1,"(75, 80]",-8.300813008130078,81,,,2639.0,
1318,M,PhD,75,Other,74,83,1,"(80, 85]",-1.3008130081300777,93,85.0,2732.0,4676.0,1944.0
1320,M,PhD,84,Other,84,90,1,"(85, 90]",5.699186991869922,94,,,8402.0,
1323,M,PhD,82,Other,92,92,1,"(90, 95]",7.699186991869922,95,94.0,6223.0,6781.0,558.0
1326,M,PhD,67,Other,73,79,1,"(75, 80]",-5.300813008130078,84,,,3194.0,
1327,M,PhD,67,Other,63,76,1,"(75, 80]",-8.300813008130078,81,80.0,2603.0,3005.0,402.0
1331,M,PhD,83,Prof,83,89,1,"(85, 90]",4.699186991869922,95,94.0,5962.0,6684.0,722.0
1336,M,PhD,84,Other,88,88,1,"(85, 90]",3.6991869918699223,94,92.0,4670.0,5088.0,418.0
1340,M,PhD,75,Prof,78,82,1,"(80, 85]",-2.3008130081300777,90,86.0,4316.0,6388.0,2072.0
1342,M,PhD,83,Other,88,91,1,"(90, 95]",6.699186991869922,95,94.0,5168.0,5794.0,626.0
1343,M,PhD,72,Other,72,77,1,"(75, 80]",-7.300813008130078,82,81.0,2879.0,3092.0,213.0
1344,M,PhD,70,Other,73,80,1,"(75, 80]",-4.300813008130078,84,,,3632.0,
1352,M,PhD,77,Other,84,84,1,"(80, 85]",-0.3008130081300777,92,,,6781.0,
1355,M,PhD,72,Other,78,80,1,"(75, 80]",-4.300813008130078,90,85.0,3063.0,4533.0,1470.0
1359,F,PhD,85,Other,88,91,1,"(90, 95]",6.699186991869922,95,,,6676.0,
1368,M,PhD,77,Prof,86,86,1,"(85, 90]",1.6991869918699223,88,,,5087.0,
1374,M,PhD,75,Other,77,80,1,"(75, 80]",-4.300813008130078,84,83.0,3125.0,3586.0,461.0
1376,F,PhD,81,Other,86,86,1,"(85, 90]",1.6991869918699223,93,92.0,5627.0,6216.0,589.0
1377,M,PhD,73,Other,75,78,1,"(75, 80]",-6.300813008130078,82,81.0,2879.0,3137.0,258.0
1378,M,PhD,76,Other,76,83,1,"(80, 85]",-1.3008130081300777,86,,,3909.0,
1380,M,PhD,74,Other,74,76,1,"(75, 80]",-8.300813008130078,82,81.0,3092.0,3417.0,325.0
1384,M,PhD,70,Prof,70,76,1,"(75, 80]",-8.300813008130078,79,,,2805.0,
1385,M,PhD,78,Other,87,87,1,"(85, 90]",2.6991869918699223,95,94.0,5472.0,5962.0,490.0
1388,M,PhD,72,Other,74,79,1,"(75, 80]",-5.300813008130078,85,82.0,2719.0,3243.0,524.0
1389,F,PhD,71,Arts,71,77,1,"(75, 80]",-7.300813008130078,84,82.0,2496.0,3290.0,794.0
1391,M,PhD,78,Prof,78,84,1,"(80, 85]",-0.3008130081300777,90,89.0,4032.0,4405.0,373.0
1399,F,PhD,62,Other,62,76,1,"(75, 80]",-8.300813008130078,79,78.0,2290.0,1938.0,-352.0
1400,M,PhD,73,Prof,84,84,1,"(80, 85]",-0.3008130081300777,95,88.0,4347.0,6496.0,2149.0
1401,M,PhD,68,Other,67,76,1,"(75, 80]",-8.300813008130078,80,79.0,3189.0,3422.0,233.0
1403,M,PhD,71,Other,71,76,1,"(75, 80]",-8.300813008130078,87,85.0,3484.0,4410.0,926.0
1404,M,PhD,73,Other,72,79,1,"(75, 80]",-5.300813008130078,83,,,3081.0,
1406,M,PhD,75,Other,80,80,1,"(75, 80]",-4.300813008130078,86,84.0,4018.0,4708.0,690.0
1408,M,PhD,68,Prof,69,76,1,"(75, 80]",-8.300813008130078,79,,,3064.179,
1410,M,PhD,69,Other,83,83,1,"(80, 85]",-1.3008130081300777,90,86.0,3688.0,4658.0,970.0
1415,F,PhD,71,Arts,71,78,1,"(75, 80]",-6.300813008130078,91,86.0,3745.0,5472.0,1727.0
1416,M,PhD,72,Other,79,81,1,"(80, 85]",-3.3008130081300777,86,83.0,2910.0,3966.0,1056.0
1424,M,PhD,74,Other,73,78,1,"(75, 80]",-6.300813008130078,92,91.0,4676.0,5168.0,492.0
1428,M,PhD,70,Other,73,76,1,"(75, 80]",-8.300813008130078,81,80.0,2732.0,3137.0,405.0
1432,M,PhD,67,Other,69,76,1,"(75, 80]",-8.300813008130078,77,,,2701.0,
1435,M,PhD,77,Prof,77,82,1,"(80, 85]",-2.3008130081300777,86,,,5588.0,
1444,M,PhD,70,Other,75,77,1,"(75, 80]",-7.300813008130078,79,,,2411.0,
1459,M,PhD,76,Other,73,78,1,"(75, 80]",-6.300813008130078,86,85.0,2935.0,3155.0,220.0
1465,F,PhD,82,Other,87,89,1,"(85, 90]",4.699186991869922,95,94.0,7712.0,8195.0,483.0
1466,M,PhD,74,Other,74,80,1,"(75, 80]",-4.300813008130078,87,79.0,2202.0,4669.0,2467.0
1468,F,PhD,79,Other,88,88,1,"(85, 90]",3.6991869918699223,93,92.0,6135.0,7823.0,1688.0
1469,M,PhD,66,Other,69,76,1,"(75, 80]",-8.300813008130078,84,83.0,3081.0,3386.0,305.0
1474,F,PhD,77,Arts,79,85,1,"(80, 85]",0.6991869918699223,91,90.0,3764.0,4544.0,780.0
1475,F,PhD,76,Arts,87,89,1,"(85, 90]",4.699186991869922,91,,,4544.0,
1483,F,PhD,72,Other,73,79,1,"(75, 80]",-5.300813008130078,92,91.0,5551.0,6048.0,497.0
1488,M,PhD,64,Prof,64,76,1,"(75, 80]",-8.300813008130078,88,87.0,4410.0,4603.0,193.0
1494,M,PhD,69,Prof,73,76,1,"(75, 80]",-8.300813008130078,80,,,3058.0,
1497,F,Other,77,Other,82,88,1,"(85, 90]",3.6991869918699223,95,94.0,5318.0,5794.0,476.0
1503,F,Other,72,Arts,84,84,1,"(80, 85]",-0.3008130081300777,87,86.0,3798.507,4104.478,305.971
1508,M,Other,73,Arts,76,80,1,"(75, 80]",-4.300813008130078,83,,,3037.0,
1517,M,Other,61,Arts,62,76,1,"(75, 80]",-8.300813008130078,89,88.0,3266.0,4269.0,1003.0
1518,F,Other,77,Arts,88,88,1,"(85, 90]",3.6991869918699223,92,,,4676.0,
1519,M,Other,67,Arts,71,77,1,"(75, 80]",-7.300813008130078,87,86.0,4139.0,4473.0,334.0
1522,M,Other,61,Arts,67,76,1,"(75, 80]",-8.300813008130078,77,76.0,1839.0,2216.0,377.0
1526,F,Other,74,Other,77,80,1,"(75, 80]",-4.300813008130078,93,92.0,4292.0,4676.0,384.0
1528,M,Other,67,Arts,68,78,1,"(75, 80]",-6.300813008130078,85,84.0,2892.0,2977.0,85.0
1529,M,Other,74,Arts,84,89,1,"(85, 90]",4.699186991869922,95,,,6404.0,
1531,M,Other,67,Other,90,90,1,"(85, 90]",5.699186991869922,94,93.0,5631.343,5794.03,162.6869999999999
1537,M,Other,72,Other,85,85,1,"(80, 85]",0.6991869918699223,87,,,5786.0,
1540,F,Other,54,Other,70,76,1,"(75, 80]",-8.300813008130078,79,,,2790.0,
1547,M,Other,77,Other,77,82,1,"(80, 85]",-2.3008130081300777,87,84.0,3845.0,4664.0,819.0
1558,M,Other,78,Arts,84,84,1,"(80, 85]",-0.3008130081300777,91,86.0,3293.0,4544.0,1251.0
1560,M,Other,70,Arts,70,76,1,"(75, 80]",-8.300813008130078,84,78.0,1942.0,3484.0,1542.0
1563,F,Other,67,Arts,80,80,1,"(75, 80]",-4.300813008130078,85,,,3197.0,
1571,M,Other,63,Arts,63,76,1,"(75, 80]",-8.300813008130078,77,76.0,1839.0,2216.0,377.0
1573,M,Other,67,Arts,68,77,1,"(75, 80]",-7.300813008130078,90,89.0,3596.0,4343.0,747.0
1574,M,Other,81,Arts,81,91,1,"(90, 95]",6.699186991869922,95,,,4951.0,
1580,F,Other,79,Arts,83,88,1,"(85, 90]",3.6991869918699223,92,85.0,2617.0,4676.0,2059.0
1583,M,Other,73,Arts,78,82,1,"(80, 85]",-2.3008130081300777,89,88.0,3822.0,4269.0,447.0
1588,M,Other,66,Other,74,76,1,"(75, 80]",-8.300813008130078,91,85.0,3152.0,4881.0,1729.0
1589,M,Other,72,Other,72,77,1,"(75, 80]",-7.300813008130078,91,85.0,2931.0,4165.0,1234.0
1590,M,Other,71,Arts,80,86,1,"(85, 90]",1.6991869918699223,94,90.0,3711.0,4676.0,965.0
1592,M,Other,61,Arts,66,76,1,"(75, 80]",-8.300813008130078,79,,,2454.0,
1593,F,Other,73,Other,80,86,1,"(85, 90]",1.6991869918699223,91,90.0,4400.0,4737.0,337.0
1606,F,Other,66,Arts,76,81,1,"(80, 85]",-3.3008130081300777,91,90.0,3658.0,4544.0,886.0
1609,M,Other,74,Arts,75,81,1,"(80, 85]",-3.3008130081300777,86,85.0,3152.0,3909.0,757.0
1610,M,Other,81,Prof,83,88,1,"(85, 90]",3.6991869918699223,94,93.0,7078.0,7283.0,205.0
1611,M,Other,72,Other,82,82,1,"(80, 85]",-2.3008130081300777,93,82.0,4165.0,7812.5,3647.5
1612,M,Other,61,Other,91,91,1,"(90, 95]",6.699186991869922,95,94.0,4348.0,4538.0,190.0
1615,F,Other,71,Other,77,85,1,"(80, 85]",0.6991869918699223,91,90.0,4468.0,4951.0,483.0
