id,sex,deg,yrdeg,field,startyr,first_associate_year,ever_promoted,associate_cohort_bin,assoc_year_centered,promotion_year
1098,F,PhD,81,Other,82,88,1,"(85, 90]",3.6991869918699223,95
1099,M,PhD,61,Arts,64,76,1,"(75, 80]",-8.300813008130078,77
1100,M,PhD,76,Other,84,84,1,"(80, 85]",-0.3008130081300777,86
1101,M,PhD,66,Prof,67,76,1,"(75, 80]",-8.300813008130078,78
1108,M,PhD,68,Other,75,80,1,"(75, 80]",-4.300813008130078,84
1112,M,PhD,68,Arts,72,76,1,"(75, 80]",-8.300813008130078,81
1113,M,PhD,68,Other,79,79,1,"(75, 80]",-5.300813008130078,86
1114,M,PhD,66,Other,70,76,1,"(75, 80]",-8.300813008130078,80
1115,M,PhD,74,Prof,77,79,1,"(75, 80]",-5.300813008130078,88
1117,M,PhD,80,Other,84,87,1,"(85, 90]",2.6991869918699223,93
1119,M,PhD,71,Other,73,79,1,"(75, 80]",-5.300813008130078,82
1120,M,PhD,75,Other,75,83,1,"(80, 85]",-1.3008130081300777,89
1134,F,PhD,71,Other,71,77,1,"(75, 80]",-7.300813008130078,85
1139,F,PhD,71,Other,76,80,1,"(75, 80]",-4.300813008130078,88
1149,M,PhD,65,Other,65,76,1,"(75, 80]",-8.300813008130078,78
1152,M,PhD,72,Arts,78,84,1,"(80, 85]",-0.3008130081300777,93
1155,F,PhD,74,Other,79,86,1,"(85, 90]",1.6991869918699223,91
1156,M,PhD,75,Other,77,83,1,"(80, 85]",-1.3008130081300777,88
1164,M,PhD,71,Prof,71,76,1,"(75, 80]",-8.300813008130078,81
1166,M,PhD,81,Other,84,88,1,"(85, 90]",3.6991869918699223,92
1167,M,PhD,81,Other,85,89,1,"(85, 90]",4.699186991869922,91
1168,M,PhD,81,Other,85,88,1,"(85, 90]",3.6991869918699223,91
1169,F,PhD,75,Prof,73,81,1,"(80, 85]",-3.3008130081300777,86
1175,M,PhD,69,Other,69,76,1,"(75, 80]",-8.300813008130078,79
1176,F,PhD,70,Other,70,79,1,"(75, 80]",-5.300813008130078,84
1179,M,PhD,80,Other,90,90,1,"(85, 90]",5.699186991869922,93
1187,M,PhD,68,Prof,71,76,1,"(75, 80]",-8.300813008130078,80
1194,M,PhD,64,Prof,63,76,1,"(75, 80]",-8.300813008130078,77
1195,F,PhD,76,Arts,77,83,1,"(80, 85]",-1.3008130081300777,89
1197,F,PhD,70,Other,73,76,1,"(75, 80]",-8.300813008130078,80
1198,M,PhD,83,Prof,83,87,1,"(85, 90]",2.6991869918699223,91
1205,M,PhD,78,Other,78,84,1,"(80, 85]",-0.3008130081300777,92
1210,M,PhD,75,Other,81,82,1,"(80, 85]",-2.3008130081300777,90
1212,M,PhD,69,Other,69,76,1,"(75, 80]",-8.300813008130078,83
1215,M,PhD,80,Other,88,88,1,"(85, 90]",3.6991869918699223,93
1216,M,PhD,80,Other,80,88,1,"(85, 90]",3.6991869918699223,94
1218,M,PhD,84,Other,88,90,1,"(85, 90]",5.699186991869922,93
1225,F,PhD,73,Arts,78,81,1,"(80, 85]",-3.3008130081300777,86
1226,M,PhD,80,Other,81,85,1,"(80, 85]",0.6991869918699223,88
1230,M,PhD,73,Other,78,78,1,"(75, 80]",-6.300813008130078,83
1232,M,PhD,73,Prof,73,81,1,"(80, 85]",-3.3008130081300777,88
1241,M,PhD,82,Other,85,91,1,"(90, 95]",6.699186991869922,95
1246,M,PhD,74,Prof,79,86,1,"(85, 90]",1.6991869918699223,90
1252,M,PhD,68,Other,76,80,1,"(75, 80]",-4.300813008130078,86
1257,M,PhD,79,Other,83,89,1,"(85, 90]",4.699186991869922,93
1259,M,PhD,80,Prof,82,88,1,"(85, 90]",3.6991869918699223,92
1261,M,PhD,71,Other,70,76,1,"(75, 80]",-8.300813008130078,78
1263,M,PhD,74,Other,74,81,1,"(80, 85]",-3.3008130081300777,88
1266,M,PhD,81,Other,83,89,1,"(85, 90]",4.699186991869922,94
1272,F,PhD,73,Other,73,80,1,"(75, 80]",-4.300813008130078,87
1277,M,PhD,66,Other,69,76,1,"(75, 80]",-8.300813008130078,78
1279,M,PhD,69,Arts,71,76,1,"(75, 80]",-8.300813008130078,81
1285,M,PhD,62,Other,76,81,1,"(80, 85]",-3.3008130081300777,87
1288,M,PhD,70,Other,73,77,1,"(75, 80]",-7.300813008130078,82
1289,M,PhD,71,Other,77,77,1,"(75, 80]",-7.300813008130078,81
1290,M,PhD,78,Other,78,87,1,"(85, 90]",2.6991869918699223,95
1296,F,PhD,75,Arts,79,86,1,"(85, 90]",1.6991869918699223,93
1297,M,PhD,71,Other,81,84,1,"(80, 85]",-0.3008130081300777,88
1298,M,PhD,81,Other,86,90,1,"(85, 90]",5.699186991869922,93
1300,F,PhD,76,Arts,81,85,1,"(80, 85]",0.6991869918699223,91
1303,M,PhD,70,Prof,74,76,1,"(75, 80]",-8.300813008130078,79
1304,M,PhD,70,Other,70,76,1,"(75, 80]",-8.300813008130078,84
1305,M,PhD,68,Other,68,76,1,"(75, 80]",-8.300813008130078,83
1306,M,PhD,76,Other,84,84,1,"(80, 85]",-0.3008130081300777,87
1308,M,PhD,70,Other,70,76,1,"(75, 80]",-8.300813008130078,77
1317,M,PhD,67,Prof,59,76,1,"(75, 80]",-8.300813008130078,81
1318,M,PhD,75,Other,74,83,1,"(80, 85]",-1.3008130081300777,93
1320,M,PhD,84,Other,84,90,1,"(85, 90]",5.699186991869922,94
1323,M,PhD,82,Other,92,92,1,"(90, 95]",7.699186991869922,95
1326,M,PhD,67,Other,73,79,1,"(75, 80]",-5.300813008130078,84
1327,M,PhD,67,Other,63,76,1,"(75, 80]",-8.300813008130078,81
1331,M,PhD,83,Prof,83,89,1,"(85, 90]",4.699186991869922,95
1336,M,PhD,84,Other,88,88,1,"(85, 90]",3.6991869918699223,94
1340,M,PhD,75,Prof,78,82,1,"(80, 85]",-2.3008130081300777,90
1342,M,PhD,83,Other,88,91,1,"(90, 95]",6.699186991869922,95
1343,M,PhD,72,Other,72,77,1,"(75, 80]",-7.300813008130078,82
1344,M,PhD,70,Other,73,80,1,"(75, 80]",-4.300813008130078,84
1352,M,PhD,77,Other,84,84,1,"(80, 85]",-0.3008130081300777,92
1355,M,PhD,72,Other,78,80,1,"(75, 80]",-4.300813008130078,90
1359,F,PhD,85,Other,88,91,1,"(90, 95]",6.699186991869922,95
1368,M,PhD,77,Prof,86,86,1,"(85, 90]",1.6991869918699223,88
1374,M,PhD,75,Other,77,80,1,"(75, 80]",-4.300813008130078,84
1376,F,PhD,81,Other,86,86,1,"(85, 90]",1.6991869918699223,93
1377,M,PhD,73,Other,75,78,1,"(75, 80]",-6.300813008130078,82
1378,M,PhD,76,Other,76,83,1,"(80, 85]",-1.3008130081300777,86
1380,M,PhD,74,Other,74,76,1,"(75, 80]",-8.300813008130078,82
1384,M,PhD,70,Prof,70,76,1,"(75, 80]",-8.300813008130078,79
1385,M,PhD,78,Other,87,87,1,"(85, 90]",2.6991869918699223,95
1388,M,PhD,72,Other,74,79,1,"(75, 80]",-5.300813008130078,85
1389,F,PhD,71,Arts,71,77,1,"(75, 80]",-7.300813008130078,84
1391,M,PhD,78,Prof,78,84,1,"(80, 85]",-0.3008130081300777,90
1399,F,PhD,62,Other,62,76,1,"(75, 80]",-8.300813008130078,79
1400,M,PhD,73,Prof,84,84,1,"(80, 85]",-0.3008130081300777,95
1401,M,PhD,68,Other,67,76,1,"(75, 80]",-8.300813008130078,80
1403,M,PhD,71,Other,71,76,1,"(75, 80]",-8.300813008130078,87
1404,M,PhD,73,Other,72,79,1,"(75, 80]",-5.300813008130078,83
1406,M,PhD,75,Other,80,80,1,"(75, 80]",-4.300813008130078,86
1408,M,PhD,68,Prof,69,76,1,"(75, 80]",-8.300813008130078,79
1410,M,PhD,69,Other,83,83,1,"(80, 85]",-1.3008130081300777,90
1415,F,PhD,71,Arts,71,78,1,"(75, 80]",-6.300813008130078,91
1416,M,PhD,72,Other,79,81,1,"(80, 85]",-3.3008130081300777,86
1424,M,PhD,74,Other,73,78,1,"(75, 80]",-6.300813008130078,92
1428,M,PhD,70,Other,73,76,1,"(75, 80]",-8.300813008130078,81
1432,M,PhD,67,Other,69,76,1,"(75, 80]",-8.300813008130078,77
1435,M,PhD,77,Prof,77,82,1,"(80, 85]",-2.3008130081300777,86
1444,M,PhD,70,Other,75,77,1,"(75, 80]",-7.300813008130078,79
1459,M,PhD,76,Other,73,78,1,"(75, 80]",-6.300813008130078,86
1465,F,PhD,82,Other,87,89,1,"(85, 90]",4.699186991869922,95
1466,M,PhD,74,Other,74,80,1,"(75, 80]",-4.300813008130078,87
1468,F,PhD,79,Other,88,88,1,"(85, 90]",3.6991869918699223,93
1469,M,PhD,66,Other,69,76,1,"(75, 80]",-8.300813008130078,84
1474,F,PhD,77,Arts,79,85,1,"(80, 85]",0.6991869918699223,91
1475,F,PhD,76,Arts,87,89,1,"(85, 90]",4.699186991869922,91
1483,F,PhD,72,Other,73,79,1,"(75, 80]",-5.300813008130078,92
1488,M,PhD,64,Prof,64,76,1,"(75, 80]",-8.300813008130078,88
1494,M,PhD,69,Prof,73,76,1,"(75, 80]",-8.300813008130078,80
1497,F,Other,77,Other,82,88,1,"(85, 90]",3.6991869918699223,95
1503,F,Other,72,Arts,84,84,1,"(80, 85]",-0.3008130081300777,87
1508,M,Other,73,Arts,76,80,1,"(75, 80]",-4.300813008130078,83
1517,M,Other,61,Arts,62,76,1,"(75, 80]",-8.300813008130078,89
1518,F,Other,77,Arts,88,88,1,"(85, 90]",3.6991869918699223,92
1519,M,Other,67,Arts,71,77,1,"(75, 80]",-7.300813008130078,87
1522,M,Other,61,Arts,67,76,1,"(75, 80]",-8.300813008130078,77
1526,F,Other,74,Other,77,80,1,"(75, 80]",-4.300813008130078,93
1528,M,Other,67,Arts,68,78,1,"(75, 80]",-6.300813008130078,85
1529,M,Other,74,Arts,84,89,1,"(85, 90]",4.699186991869922,95
1531,M,Other,67,Other,90,90,1,"(85, 90]",5.699186991869922,94
1537,M,Other,72,Other,85,85,1,"(80, 85]",0.6991869918699223,87
1540,F,Other,54,Other,70,76,1,"(75, 80]",-8.300813008130078,79
1547,M,Other,77,Other,77,82,1,"(80, 85]",-2.3008130081300777,87
1558,M,Other,78,Arts,84,84,1,"(80, 85]",-0.3008130081300777,91
1560,M,Other,70,Arts,70,76,1,"(75, 80]",-8.300813008130078,84
1563,F,Other,67,Arts,80,80,1,"(75, 80]",-4.300813008130078,85
1571,M,Other,63,Arts,63,76,1,"(75, 80]",-8.300813008130078,77
1573,M,Other,67,Arts,68,77,1,"(75, 80]",-7.300813008130078,90
1574,M,Other,81,Arts,81,91,1,"(90, 95]",6.699186991869922,95
1580,F,Other,79,Arts,83,88,1,"(85, 90]",3.6991869918699223,92
1583,M,Other,73,Arts,78,82,1,"(80, 85]",-2.3008130081300777,89
1588,M,Other,66,Other,74,76,1,"(75, 80]",-8.300813008130078,91
1589,M,Other,72,Other,72,77,1,"(75, 80]",-7.300813008130078,91
1590,M,Other,71,Arts,80,86,1,"(85, 90]",1.6991869918699223,94
1592,M,Other,61,Arts,66,76,1,"(75, 80]",-8.300813008130078,79
1593,F,Other,73,Other,80,86,1,"(85, 90]",1.6991869918699223,91
1606,F,Other,66,Arts,76,81,1,"(80, 85]",-3.3008130081300777,91
1609,M,Other,74,Arts,75,81,1,"(80, 85]",-3.3008130081300777,86
1610,M,Other,81,Prof,83,88,1,"(85, 90]",3.6991869918699223,94
1611,M,Other,72,Other,82,82,1,"(80, 85]",-2.3008130081300777,93
1612,M,Other,61,Other,91,91,1,"(90, 95]",6.699186991869922,95
1615,F,Other,71,Other,77,85,1,"(80, 85]",0.6991869918699223,91
1617,F,Other,75,Prof,75,79,1,"(75, 80]",-5.300813008130078,86
1620,F,Other,65,Other,71,77,1,"(75, 80]",-7.300813008130078,82
1629,F,Other,79,Other,80,84,1,"(80, 85]",-0.3008130081300777,89
1631,M,Other,65,Other,72,79,1,"(75, 80]",-5.300813008130078,95
1636,M,Prof,69,Other,69,76,1,"(75, 80]",-8.300813008130078,79
1638,M,Prof,78,Other,78,84,1,"(80, 85]",-0.3008130081300777,91
1643,M,Prof,72,Other,79,83,1,"(80, 85]",-1.3008130081300777,88
1644,M,Prof,75,Other,79,79,1,"(75, 80]",-5.300813008130078,85
1646,M,Prof,77,Other,84,89,1,"(85, 90]",4.699186991869922,95
1649,M,Prof,71,Other,75,76,1,"(75, 80]",-8.300813008130078,79
1654,M,Prof,71,Other,72,76,1,"(75, 80]",-8.300813008130078,92
1656,M,Prof,74,Other,74,77,1,"(75, 80]",-7.300813008130078,84
1664,M,Prof,68,Other,71,76,1,"(75, 80]",-8.300813008130078,80
1665,M,Prof,57,Other,79,79,1,"(75, 80]",-5.300813008130078,83
1672,M,Prof,74,Other,78,81,1,"(80, 85]",-3.3008130081300777,86
1676,M,Prof,78,Other,83,88,1,"(85, 90]",3.6991869918699223,94
1677,M,Prof,72,Other,74,79,1,"(75, 80]",-5.300813008130078,86
1686,M,Prof,71,Prof,75,76,1,"(75, 80]",-8.300813008130078,88
1689,M,Prof,73,Prof,75,78,1,"(75, 80]",-6.300813008130078,81
1690,M,Prof,67,Prof,76,76,1,"(75, 80]",-8.300813008130078,82
1692,F,Prof,75,Prof,84,84,1,"(80, 85]",-0.3008130081300777,85
1696,F,Prof,70,Prof,72,76,1,"(75, 80]",-8.300813008130078,78
1698,M,Prof,76,Prof,81,82,1,"(80, 85]",-2.3008130081300777,86
1718,M,Prof,56,Other,76,76,1,"(75, 80]",-8.300813008130078,87
1719,M,Prof,71,Prof,74,77,1,"(75, 80]",-7.300813008130078,80
1724,M,Prof,77,Other,83,87,1,"(85, 90]",2.6991869918699223,92
1726,M,Prof,77,Other,78,84,1,"(80, 85]",-0.3008130081300777,94
1729,M,Prof,70,Other,71,76,1,"(75, 80]",-8.300813008130078,88
1739,M,Prof,76,Other,85,85,1,"(80, 85]",0.6991869918699223,93
1746,M,Prof,73,Other,76,81,1,"(80, 85]",-3.3008130081300777,86
1748,M,Prof,79,Other,88,88,1,"(85, 90]",3.6991869918699223,95
1752,M,Other,70,Arts,87,90,1,"(85, 90]",5.699186991869922,94
1756,M,Other,60,Other,77,77,1,"(75, 80]",-7.300813008130078,84
1757,F,Other,69,Other,82,82,1,"(80, 85]",-2.3008130081300777,87
1764,M,Other,71,Other,77,84,1,"(80, 85]",-0.3008130081300777,87
1765,M,Other,55,Arts,68,76,1,"(75, 80]",-8.300813008130078,81
1766,M,Other,55,Arts,68,76,1,"(75, 80]",-8.300813008130078,78
1770,M,Other,51,Other,64,76,1,"(75, 80]",-8.300813008130078,82
