case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary,rank_order
4952,461,M,PhD,77,Other,82,87,Assoc,0,3818.0,2
4953,461,M,PhD,77,Other,82,88,Assoc,0,4285.0,2
4954,461,M,PhD,77,Other,82,89,Full,0,4718.0,3
4955,461,M,PhD,77,Other,82,90,Full,0,4939.0,3
4956,461,M,PhD,77,Other,82,91,Full,0,5318.0,3
4957,461,M,PhD,77,Other,82,92,Full,0,5551.0,3
4958,461,M,PhD,77,Other,82,93,Full,0,5712.0,3
4959,461,M,PhD,77,Other,82,94,Full,0,5712.0,3
4960,461,M,PhD,77,Other,82,95,Full,0,6048.0,3
4961,462,M,PhD,83,Other,82,82,Assist,0,2014.0,1
4962,462,M,PhD,83,Other,82,83,Assist,0,2186.0,1
4963,462,M,PhD,83,Other,82,84,Assist,1,2507.0,1
4964,462,M,PhD,83,Other,82,85,Assist,0,2507.0,1
4965,462,M,PhD,83,Other,82,86,Assist,0,2937.0,1
4966,462,M,PhD,83,Other,82,87,Assist,0,3085.0,1
4967,462,M,PhD,83,Other,82,88,Assoc,0,3559.0,2
4968,462,M,PhD,83,Other,82,89,Assoc,0,3918.0,2
4969,462,M,PhD,83,Other,82,90,Assoc,0,4160.0,2
4970,462,M,PhD,83,Other,82,91,Assoc,0,5044.0,2
4971,462,M,PhD,83,Other,82,92,Assoc,0,4881.0,2
4972,462,M,PhD,83,Other,82,93,Full,0,7283.0,3
4973,462,M,PhD,83,Other,82,94,Full,1,7283.0,3
4974,462,M,PhD,83,Other,82,95,Full,1,7494.0,3
4975,463,M,PhD,72,Other,72,76,Assist,0,1713.0,1
4976,463,M,PhD,72,Other,72,77,Assoc,0,1980.0,2
4977,463,M,PhD,72,Other,72,78,Assoc,0,2176.0,2
4978,463,M,PhD,72,Other,72,79,Assoc,0,2411.0,2
4979,463,M,PhD,72,Other,72,80,Assoc,1,2867.0,2
4980,463,M,PhD,72,Other,72,81,Assoc,1,2943.0,2
4981,463,M,PhD,72,Other,72,83,Full,1,4096.0,3
4982,463,M,PhD,72,Other,72,84,Full,1,4312.0,3
4983,463,M,PhD,72,Other,72,85,Full,1,4312.0,3
4984,463,M,PhD,72,Other,72,86,Full,1,4702.0,3
4985,463,M,PhD,72,Other,72,87,Full,1,6573.0,3
4986,463,M,PhD,72,Other,72,88,Full,1,7102.0,3
4987,463,M,PhD,72,Other,72,89,Full,1,8005.0,3
4988,463,M,PhD,72,Other,72,90,Full,1,8644.0,3
4989,463,M,PhD,72,Other,72,91,Full,1,9163.0,3
4990,463,M,PhD,72,Other,72,92,Full,1,9447.0,3
4991,463,M,PhD,72,Other,72,93,Full,1,9767.0,3
4992,463,M,PhD,72,Other,72,94,Full,1,9767.0,3
4993,463,M,PhD,72,Other,72,95,Full,1,9767.0,3
4994,464,F,PhD,90,Other,90,90,Assist,0,3168.0,1
4995,464,F,PhD,90,Other,90,91,Assist,0,3220.929,1
4996,464,F,PhD,90,Other,90,92,Assist,0,3314.0,1
4997,464,F,PhD,90,Other,90,93,Assist,0,3410.224,1
4998,464,F,PhD,90,Other,90,94,Assist,0,3410.0,1
4999,464,F,PhD,90,Other,90,95,Assist,0,4165.0,1
5000,465,F,PhD,91,Other,91,91,Assist,0,8000.0,1
5001,465,F,PhD,91,Other,91,92,Assist,0,8000.0,1
5002,465,F,PhD,91,Other,91,93,Assist,0,8402.0,1
5003,465,F,PhD,91,Other,91,94,Assist,0,8402.0,1
5004,465,F,PhD,91,Other,91,95,Assist,0,8676.0,1
5005,466,M,PhD,66,Other,79,79,Full,0,3167.0,3
5006,466,M,PhD,66,Other,79,80,Full,0,3496.0,3
5007,466,M,PhD,66,Other,79,81,Full,0,3943.0,3
5008,466,M,PhD,66,Other,79,82,Full,0,4057.0,3
5009,466,M,PhD,66,Other,79,83,Full,0,4280.0,3
5010,466,M,PhD,66,Other,79,84,Full,0,4482.09,3
5011,466,M,PhD,66,Other,79,85,Full,1,4505.0,3
5012,466,M,PhD,66,Other,79,86,Full,1,4914.0,3
5013,466,M,PhD,66,Other,79,87,Full,1,5160.0,3
5014,466,M,PhD,66,Other,79,88,Full,1,5786.0,3
5015,466,M,PhD,66,Other,79,89,Full,1,6190.0,3
5016,466,M,PhD,66,Other,79,90,Full,1,6573.0,3
5017,466,M,PhD,66,Other,79,91,Full,1,7078.0,3
5018,466,M,PhD,66,Other,79,92,Full,1,7283.0,3
5019,466,M,PhD,66,Other,79,93,Full,0,7494.0,3
5020,466,M,PhD,66,Other,79,94,Full,0,7494.0,3
5021,466,M,PhD,66,Other,79,95,Full,0,7712.0,3
5022,467,M,PhD,69,Other,72,76,Assoc,0,1432.0,2
5023,467,M,PhD,69,Other,72,77,Assoc,0,1608.0,2
5024,467,M,PhD,69,Other,72,79,Assoc,0,2095.0,2
5025,467,M,PhD,69,Other,72,80,Assoc,0,2298.0,2
5026,467,M,PhD,69,Other,72,81,Assoc,0,2625.373,2
5027,467,M,PhD,69,Other,72,82,Full,0,2917.0,3
5028,467,M,PhD,69,Other,72,83,Full,0,3167.0,3
5029,467,M,PhD,69,Other,72,84,Full,0,3530.0,3
5030,467,M,PhD,69,Other,72,85,Full,0,3530.0,3
5031,467,M,PhD,69,Other,72,86,Full,0,4194.0,3
5032,467,M,PhD,69,Other,72,87,Full,0,4405.0,3
5033,467,M,PhD,69,Other,72,88,Full,0,4598.0,3
5034,467,M,PhD,69,Other,72,89,Full,0,4919.0,3
5035,467,M,PhD,69,Other,72,90,Full,0,5149.0,3
5036,467,M,PhD,69,Other,72,91,Full,0,5465.0,3
5037,467,M,PhD,69,Other,72,92,Full,0,5705.0,3
5038,467,M,PhD,69,Other,72,93,Full,0,5870.0,3
5039,467,M,PhD,69,Other,72,94,Full,0,5870.0,3
5040,467,M,PhD,69,Other,72,95,Full,0,6127.0,3
5041,468,M,PhD,67,Other,66,76,Assoc,0,1750.0,2
5042,468,M,PhD,67,Other,66,77,Assoc,0,1922.0,2
5043,468,M,PhD,67,Other,66,78,Assoc,0,2031.0,2
5044,468,M,PhD,67,Other,66,79,Assoc,0,2210.0,2
5045,468,M,PhD,67,Other,66,81,Assoc,0,2602.0,2
5046,468,M,PhD,67,Other,66,82,Full,0,2876.0,3
5047,468,M,PhD,67,Other,66,83,Full,0,3034.0,3
5048,468,M,PhD,67,Other,66,84,Full,0,3194.0,3
5049,468,M,PhD,67,Other,66,85,Full,0,3194.0,3
5050,468,M,PhD,67,Other,66,86,Full,0,3289.0,3
5051,468,M,PhD,67,Other,66,87,Full,0,3455.0,3
5052,468,M,PhD,67,Other,66,88,Full,0,3606.0,3
5053,468,M,PhD,67,Other,66,89,Full,0,4143.0,3
5054,468,M,PhD,67,Other,66,90,Full,0,4276.0,3
5055,468,M,PhD,67,Other,66,91,Full,0,4411.0,3
5056,468,M,PhD,67,Other,66,92,Full,0,4538.0,3
5057,468,M,PhD,67,Other,66,93,Full,0,4604.0,3
5058,468,M,PhD,67,Other,66,94,Full,0,4604.0,3
5059,468,M,PhD,67,Other,66,95,Full,0,5016.0,3
5060,469,F,PhD,83,Other,86,86,Assist,0,2471.0,1
5061,469,F,PhD,83,Other,86,87,Assist,0,2596.0,1
5062,469,F,PhD,83,Other,86,88,Assist,0,2710.0,1
5063,469,F,PhD,83,Other,86,89,Assist,0,2940.0,1
5064,469,F,PhD,83,Other,86,90,Assist,0,3122.0,1
5065,469,F,PhD,83,Other,86,91,Assist,0,3509.0,1
5066,469,F,PhD,83,Other,86,92,Assoc,0,4286.0,2
5067,469,F,PhD,83,Other,86,93,Assoc,0,4411.0,2
5068,469,F,PhD,83,Other,86,94,Assoc,0,4411.0,2
5069,469,F,PhD,83,Other,86,95,Assoc,1,5242.0,2
5070,470,F,PhD,74,Other,74,76,Assist,0,1563.0,1
5071,470,F,PhD,74,Other,74,77,Assist,0,1791.0,1
5072,470,F,PhD,74,Other,74,78,Assist,0,1904.0,1
5073,470,F,PhD,74,Other,74,79,Assist,0,2161.0,1
5074,470,F,PhD,74,Other,74,80,Assoc,0,2464.0,2
5075,470,F,PhD,74,Other,74,81,Assoc,0,2719.0,2
5076,470,F,PhD,74,Other,74,82,Assoc,0,2866.667,2
5077,470,F,PhD,74,Other,74,83,Assoc,1,3219.0,2
5078,470,F,PhD,74,Other,74,84,Assoc,0,3197.0,2
5079,470,F,PhD,74,Other,74,85,Assoc,0,3197.0,2
5080,470,F,PhD,74,Other,74,86,Assoc,0,3293.0,2
5081,470,F,PhD,74,Other,74,87,Assoc,0,3458.0,2
5082,470,F,PhD,74,Other,74,88,Assoc,1,3458.0,2
5083,470,F,PhD,74,Other,74,89,Assoc,1,3700.0,2
5084,470,F,PhD,74,Other,74,90,Assoc,1,3873.0,2
5085,470,F,PhD,74,Other,74,91,Assoc,1,4053.0,2
5086,470,F,PhD,74,Other,74,92,Assoc,1,4171.0,2
5087,470,F,PhD,74,Other,74,93,Assoc,1,4416.0,2
5088,470,F,PhD,74,Other,74,94,Assoc,1,4416.0,2
5089,470,F,PhD,74,Other,74,95,Assoc,1,4676.0,2
5090,471,M,PhD,80,Other,91,91,Assoc,0,4544.0,2
5091,471,M,PhD,80,Other,91,92,Assoc,0,4676.0,2
5092,471,M,PhD,80,Other,91,93,Assoc,0,5095.0,2
5093,471,M,PhD,80,Other,91,94,Assoc,0,5095.0,2
5094,471,M,PhD,80,Other,91,95,Assoc,0,5242.0,2
5095,472,F,PhD,71,Other,79,79,Assist,0,1958.0,1
5096,472,F,PhD,71,Other,79,80,Assist,0,2086.0,1
5097,472,F,PhD,71,Other,79,81,Assist,0,2353.0,1
5098,472,F,PhD,71,Other,79,82,Assist,0,2422.0,1
5099,472,F,PhD,71,Other,79,83,Assoc,0,2706.0,2
5100,472,F,PhD,71,Other,79,84,Assoc,0,2848.0,2
5101,472,F,PhD,71,Other,79,85,Assoc,0,2848.0,2
5102,472,F,PhD,71,Other,79,86,Assoc,0,3196.0,2
5103,472,F,PhD,71,Other,79,87,Assoc,0,3357.0,2
5104,472,F,PhD,71,Other,79,88,Assoc,0,3455.0,2
5105,472,F,PhD,71,Other,79,89,Assoc,0,3696.0,2
5106,472,F,PhD,71,Other,79,90,Assoc,0,3868.0,2
5107,472,F,PhD,71,Other,79,91,Assoc,0,4048.0,2
5108,472,F,PhD,71,Other,79,92,Assoc,0,4165.0,2
5109,472,F,PhD,71,Other,79,93,Assoc,0,4225.0,2
5110,472,F,PhD,71,Other,79,94,Assoc,0,4225.0,2
5111,472,F,PhD,71,Other,79,95,Assoc,0,4286.0,2
5112,473,M,PhD,82,Other,82,82,Assist,0,2255.0,1
5113,473,M,PhD,82,Other,82,83,Assist,0,2414.0,1
5114,473,M,PhD,82,Other,82,84,Assist,0,2651.0,1
5115,473,M,PhD,82,Other,82,85,Assist,0,2651.0,1
5116,473,M,PhD,82,Other,82,86,Assist,0,3063.333,1
5117,473,M,PhD,82,Other,82,87,Assist,0,4043.0,1
5118,473,M,PhD,82,Other,82,88,Assist,0,4160.0,1
5119,473,M,PhD,82,Other,82,89,Assist,0,4580.0,1
5120,473,M,PhD,82,Other,82,90,Assoc,0,5940.0,2
5121,473,M,PhD,82,Other,82,91,Assoc,0,6305.0,2
5122,473,M,PhD,82,Other,82,92,Assoc,0,7180.0,2
5123,473,M,PhD,82,Other,82,93,Assoc,0,7494.0,2
5124,473,M,PhD,82,Other,82,94,Assoc,0,7494.0,2
5125,473,M,PhD,82,Other,82,95,Full,0,8049.0,3
5126,474,F,PhD,85,Arts,85,85,Assist,0,2445.0,1
5127,474,F,PhD,85,Arts,85,86,Assist,0,2546.0,1
5128,474,F,PhD,85,Arts,85,87,Assist,0,2674.0,1
5129,474,F,PhD,85,Arts,85,88,Assist,0,2791.0,1
5130,474,F,PhD,85,Arts,85,89,Assist,0,3029.0,1
5131,474,F,PhD,85,Arts,85,90,Assist,0,3216.0,1
5132,474,F,PhD,85,Arts,85,91,Assoc,0,3828.0,2
5133,474,F,PhD,85,Arts,85,92,Assoc,0,4053.0,2
5134,474,F,PhD,85,Arts,85,93,Assoc,0,4231.0,2
5135,474,F,PhD,85,Arts,85,94,Assoc,0,4231.0,2
5136,474,F,PhD,85,Arts,85,95,Assoc,0,4480.0,2
5137,475,M,PhD,67,Other,72,76,Assoc,0,2053.0,2
5138,475,M,PhD,67,Other,72,77,Assoc,0,2256.0,2
5139,475,M,PhD,67,Other,72,78,Assoc,0,2378.0,2
5140,475,M,PhD,67,Other,72,79,Assoc,0,2627.0,2
5141,475,M,PhD,67,Other,72,80,Assoc,0,2824.0,2
5142,475,M,PhD,67,Other,72,81,Assoc,0,3092.0,2
5143,475,M,PhD,67,Other,72,82,Full,0,3275.0,3
5144,475,M,PhD,67,Other,72,83,Full,0,3455.0,3
5145,475,M,PhD,67,Other,72,84,Full,0,3742.0,3
5146,475,M,PhD,67,Other,72,85,Full,0,3742.0,3
5147,475,M,PhD,67,Other,72,86,Full,0,4321.0,3
5148,475,M,PhD,67,Other,72,87,Full,0,4538.0,3
5149,475,M,PhD,67,Other,72,88,Full,0,4669.0,3
5150,475,M,PhD,67,Other,72,89,Full,0,4996.0,3
5151,475,M,PhD,67,Other,72,90,Full,0,5229.0,3
5152,475,M,PhD,67,Other,72,91,Full,0,5551.0,3
5153,475,M,PhD,67,Other,72,92,Full,0,5712.0,3
5154,475,M,PhD,67,Other,72,93,Full,0,5878.0,3
5155,475,M,PhD,67,Other,72,94,Full,0,5878.0,3
5156,475,M,PhD,67,Other,72,95,Full,0,6048.0,3
5157,476,M,PhD,87,Prof,92,92,Assist,0,5631.0,1
5158,476,M,PhD,87,Prof,92,93,Assoc,0,5962.0,2
5159,476,M,PhD,87,Prof,92,94,Assoc,0,5962.0,2
5160,476,M,PhD,87,Prof,92,95,Assoc,0,6223.0,2
5161,477,M,PhD,72,Other,87,87,Full,0,6925.0,3
5162,477,M,PhD,72,Other,87,88,Full,0,6925.0,3
5163,477,M,PhD,72,Other,87,89,Full,0,7455.0,3
5164,477,M,PhD,72,Other,87,90,Full,0,7915.0,3
5165,477,M,PhD,72,Other,87,91,Full,0,8283.0,3
5166,477,M,PhD,72,Other,87,92,Full,0,9556.0,3
5167,477,M,PhD,72,Other,87,93,Full,0,9693.0,3
5168,477,M,PhD,72,Other,87,94,Full,0,9693.0,3
5169,477,M,PhD,72,Other,87,95,Full,1,10561.0,3
5171,479,F,PhD,81,Other,83,83,Assist,0,2379.0,1
5172,479,F,PhD,81,Other,83,84,Assist,0,2651.0,1
5173,479,F,PhD,81,Other,83,85,Assist,0,2651.0,1
5174,479,F,PhD,81,Other,83,86,Assist,0,2933.0,1
5175,479,F,PhD,81,Other,83,87,Assist,0,3082.0,1
5176,479,F,PhD,81,Other,83,88,Assist,0,3217.0,1
5177,479,F,PhD,81,Other,83,89,Assoc,0,3696.0,2
5178,479,F,PhD,81,Other,83,90,Assoc,0,4038.0,2
5179,479,F,PhD,81,Other,83,91,Assoc,0,4286.0,2
5180,479,F,PhD,81,Other,83,92,Assoc,0,4474.0,2
5181,479,F,PhD,81,Other,83,93,Assoc,0,4538.0,2
5182,479,F,PhD,81,Other,83,94,Assoc,0,4538.0,2
5183,479,F,PhD,81,Other,83,95,Assoc,0,4670.0,2
5184,480,M,PhD,70,Other,66,76,Assoc,0,2182.0,2
5185,480,M,PhD,70,Other,66,77,Assoc,0,2414.0,2
5186,480,M,PhD,70,Other,66,78,Assoc,0,2535.0,2
5187,480,M,PhD,70,Other,66,79,Assoc,0,2839.0,2
5188,480,M,PhD,70,Other,66,80,Assoc,0,3017.0,2
5189,480,M,PhD,70,Other,66,81,Assoc,0,3322.0,2
5190,480,M,PhD,70,Other,66,82,Full,0,3322.0,3
5191,480,M,PhD,70,Other,66,83,Full,0,3928.0,3
5192,480,M,PhD,70,Other,66,84,Full,0,4378.0,3
5193,480,M,PhD,70,Other,66,85,Full,0,4378.0,3
5194,480,M,PhD,70,Other,66,86,Full,1,5669.0,3
5195,480,M,PhD,70,Other,66,87,Full,1,5953.0,3
5196,480,M,PhD,70,Other,66,88,Full,1,5953.0,3
5197,480,M,PhD,70,Other,66,89,Full,1,6370.0,3
5198,480,M,PhD,70,Other,66,90,Full,1,6764.0,3
5199,480,M,PhD,70,Other,66,91,Full,1,7388.0,3
5200,480,M,PhD,70,Other,66,92,Full,1,7823.0,3
5201,480,M,PhD,70,Other,66,93,Full,0,8402.0,3
5202,480,M,PhD,70,Other,66,94,Full,0,8402.0,3
5203,480,M,PhD,70,Other,66,95,Full,0,8586.0,3
5204,481,M,PhD,91,Prof,94,94,Assist,0,6048.0,1
5205,481,M,PhD,91,Prof,94,95,Assist,0,6135.0,1
5206,482,M,PhD,71,Prof,79,79,Assoc,0,2805.0,2
5207,482,M,PhD,71,Prof,79,80,Assoc,0,3011.0,2
5208,482,M,PhD,71,Prof,79,81,Assoc,0,3467.0,2
5209,482,M,PhD,71,Prof,79,82,Assoc,0,3777.0,2
5210,482,M,PhD,71,Prof,79,83,Full,0,4220.0,3
5211,482,M,PhD,71,Prof,79,84,Full,0,4841.0,3
5212,482,M,PhD,71,Prof,79,85,Full,0,4841.0,3
5213,482,M,PhD,71,Prof,79,86,Full,0,6177.0,3
5214,482,M,PhD,71,Prof,79,87,Full,0,6486.0,3
5215,482,M,PhD,71,Prof,79,88,Full,0,6580.0,3
5216,482,M,PhD,71,Prof,79,89,Full,0,7244.0,3
5217,482,M,PhD,71,Prof,79,90,Full,0,8029.0,3
5218,482,M,PhD,71,Prof,79,91,Full,0,8523.0,3
5219,482,M,PhD,71,Prof,79,92,Full,0,8896.0,3
5220,482,M,PhD,71,Prof,79,93,Full,0,9154.0,3
5221,482,M,PhD,71,Prof,79,94,Full,0,9154.0,3
5222,482,M,PhD,71,Prof,79,95,Full,0,9556.0,3
5223,483,F,PhD,85,Other,90,90,Assist,0,4101.0,1
5224,483,F,PhD,85,Other,90,91,Assist,0,4171.0,1
5225,483,F,PhD,85,Other,90,92,Assist,0,4171.0,1
5226,483,F,PhD,85,Other,90,93,Assist,0,4292.0,1
5227,483,F,PhD,85,Other,90,94,Assist,0,4292.0,1
5228,483,F,PhD,85,Other,90,95,Assist,0,5095.0,1
5229,484,M,PhD,80,Other,84,84,Assoc,0,5082.0,2
5230,484,M,PhD,80,Other,84,85,Assoc,0,5082.0,2
5231,484,M,PhD,80,Other,84,86,Assoc,0,5917.0,2
5232,484,M,PhD,80,Other,84,87,Assoc,0,6214.0,2
5233,484,M,PhD,80,Other,84,88,Assoc,0,6675.0,2
5234,484,M,PhD,80,Other,84,89,Assoc,0,7349.0,2
5235,484,M,PhD,80,Other,84,90,Assoc,0,8029.0,2
5236,484,M,PhD,80,Other,84,91,Full,0,8896.0,3
5237,484,M,PhD,80,Other,84,92,Full,0,9420.0,3
5238,484,M,PhD,80,Other,84,93,Full,0,9974.0,3
5239,484,M,PhD,80,Other,84,94,Full,0,9974.0,3
5240,484,M,PhD,80,Other,84,95,Full,0,10293.0,3
5241,485,F,PhD,94,Other,94,94,Assist,0,4353.0,1
5242,485,F,PhD,94,Other,94,95,Assist,0,4416.0,1
5243,486,M,PhD,80,Other,85,85,Assist,0,3337.0,1
5244,486,M,PhD,80,Other,85,86,Assist,0,3437.0,1
5245,486,M,PhD,80,Other,85,87,Assist,0,3610.0,1
5246,486,M,PhD,80,Other,85,88,Assist,0,3662.0,1
5247,486,M,PhD,80,Other,85,89,Assist,0,3918.0,1
5248,486,M,PhD,80,Other,85,90,Assist,0,4160.0,1
5249,486,M,PhD,80,Other,85,91,Assoc,0,4480.0,2
5250,486,M,PhD,80,Other,85,92,Assoc,0,4676.0,2
5251,486,M,PhD,80,Other,85,93,Assoc,0,4812.0,2
5252,486,M,PhD,80,Other,85,94,Assoc,0,4812.0,2
5253,486,M,PhD,80,Other,85,95,Assoc,0,5168.0,2
5254,487,M,PhD,85,Other,85,85,Assist,0,2504.0,1
5255,487,M,PhD,85,Other,85,86,Assist,0,2580.0,1
5256,487,M,PhD,85,Other,85,87,Assist,0,2710.0,1
5257,487,M,PhD,85,Other,85,88,Assist,0,2788.0,1
5258,487,M,PhD,85,Other,85,89,Assist,0,3025.0,1
5259,487,M,PhD,85,Other,85,90,Assist,0,3306.0,1
5260,487,M,PhD,85,Other,85,91,Assoc,0,3559.0,2
5261,487,M,PhD,85,Other,85,92,Assoc,1,5054.0,2
5262,487,M,PhD,85,Other,85,93,Assoc,1,5187.0,2
5263,487,M,PhD,85,Other,85,94,Assoc,1,5437.0,2
5264,487,M,PhD,85,Other,85,95,Assoc,1,5395.0,2
5265,488,F,PhD,85,Other,86,86,Assist,0,3066.0,1
5266,488,F,PhD,85,Other,86,87,Assist,0,3220.0,1
5267,488,F,PhD,85,Other,86,88,Assist,0,3361.0,1
5268,488,F,PhD,85,Other,86,89,Assist,0,3648.0,1
5269,488,F,PhD,85,Other,86,90,Assoc,0,4160.0,2
5270,488,F,PhD,85,Other,86,91,Assoc,0,4416.0,2
5271,488,F,PhD,85,Other,86,92,Assoc,0,4676.0,2
5272,488,F,PhD,85,Other,86,93,Assoc,0,4812.0,2
5273,488,F,PhD,85,Other,86,94,Assoc,0,4812.0,2
5274,488,F,PhD,85,Other,86,95,Assoc,0,5095.0,2
5275,489,M,PhD,94,Arts,94,94,Assist,0,3774.0,1
5276,489,M,PhD,94,Arts,94,95,Assist,0,3939.0,1
5277,490,M,PhD,61,Prof,61,76,Full,0,2810.0,3
5278,490,M,PhD,61,Prof,61,77,Full,0,3066.0,3
5279,490,M,PhD,61,Prof,61,78,Full,0,3202.0,3
5280,490,M,PhD,61,Prof,61,80,Full,0,3801.0,3
5281,490,M,PhD,61,Prof,61,81,Full,0,4235.0,3
5282,490,M,PhD,61,Prof,61,82,Full,0,4421.0,3
5283,490,M,PhD,61,Prof,61,83,Full,0,4732.0,3
5284,490,M,PhD,61,Prof,61,84,Full,0,4981.0,3
5285,490,M,PhD,61,Prof,61,85,Full,0,4981.0,3
5286,490,M,PhD,61,Prof,61,86,Full,0,5833.0,3
5287,490,M,PhD,61,Prof,61,87,Full,0,6126.0,3
5288,490,M,PhD,61,Prof,61,88,Full,0,6304.0,3
5289,490,M,PhD,61,Prof,61,89,Full,0,6745.0,3
5290,490,M,PhD,61,Prof,61,90,Full,0,7915.0,3
5291,490,M,PhD,61,Prof,61,91,Full,0,8283.0,3
5292,490,M,PhD,61,Prof,61,92,Full,0,8523.0,3
5293,490,M,PhD,61,Prof,61,93,Full,0,8770.0,3
5294,490,M,PhD,61,Prof,61,94,Full,0,8770.0,3
5295,490,M,PhD,61,Prof,61,95,Full,0,8896.0,3
5297,492,M,PhD,77,Prof,77,77,Assist,0,1667.0,1
5298,492,M,PhD,77,Prof,77,78,Assist,0,1866.0,1
5299,492,M,PhD,77,Prof,77,79,Assist,0,2079.0,1
5300,492,M,PhD,77,Prof,77,80,Assist,0,2333.0,1
5301,492,M,PhD,77,Prof,77,81,Assist,0,2680.0,1
5302,492,M,PhD,77,Prof,77,82,Assoc,0,3005.0,2
5303,492,M,PhD,77,Prof,77,83,Assoc,0,3455.0,2
5304,492,M,PhD,77,Prof,77,84,Assoc,0,4135.0,2
5305,492,M,PhD,77,Prof,77,85,Assoc,0,4135.0,2
5306,492,M,PhD,77,Prof,77,86,Assoc,0,4844.0,2
5307,492,M,PhD,77,Prof,77,87,Assoc,0,5087.0,2
5308,492,M,PhD,77,Prof,77,88,Assoc,0,5387.0,2
5309,492,M,PhD,77,Prof,77,89,Assoc,0,6016.0,2
5310,492,M,PhD,77,Prof,77,90,Full,0,6826.866,3
5311,492,M,PhD,77,Prof,77,91,Full,0,7180.0,3
5312,492,M,PhD,77,Prof,77,92,Full,0,7494.0,3
5313,492,M,PhD,77,Prof,77,93,Full,0,7712.0,3
5314,492,M,PhD,77,Prof,77,94,Full,0,7712.0,3
5315,492,M,PhD,77,Prof,77,95,Full,0,8049.0,3
5316,494,M,PhD,67,Prof,78,78,Assist,0,2167.0,1
5317,494,M,PhD,67,Prof,78,79,Assist,0,2375.0,1
5318,494,M,PhD,67,Prof,78,80,Assist,0,2555.0,1
5319,494,M,PhD,67,Prof,78,81,Assist,0,2794.0,1
5320,494,M,PhD,67,Prof,78,82,Assist,0,2794.0,1
5321,494,M,PhD,67,Prof,78,83,Assist,0,2948.0,1
5322,494,M,PhD,67,Prof,78,84,Assoc,0,3194.0,2
5323,494,M,PhD,67,Prof,78,85,Assoc,0,3194.0,2
5324,494,M,PhD,67,Prof,78,86,Assoc,0,3688.0,2
5325,494,M,PhD,67,Prof,78,87,Assoc,0,3873.0,2
5326,494,M,PhD,67,Prof,78,88,Assoc,0,3986.0,2
5327,494,M,PhD,67,Prof,78,89,Full,0,4515.0,3
5328,494,M,PhD,67,Prof,78,90,Full,0,4725.0,3
5329,494,M,PhD,67,Prof,78,91,Full,0,4875.0,3
5330,494,M,PhD,67,Prof,78,92,Full,0,5016.0,3
5331,494,M,PhD,67,Prof,78,93,Full,0,5162.0,3
5332,494,M,PhD,67,Prof,78,94,Full,0,5162.0,3
5333,494,M,PhD,67,Prof,78,95,Full,0,5311.0,3
5334,495,M,PhD,60,Other,67,76,Full,1,3061.0,3
5335,495,M,PhD,60,Other,67,77,Full,1,3387.0,3
5336,495,M,PhD,60,Other,67,78,Full,0,3576.0,3
5337,495,M,PhD,60,Other,67,79,Full,0,4313.0,3
5338,495,M,PhD,60,Other,67,80,Full,0,3801.333,3
5339,495,M,PhD,60,Other,67,81,Full,0,4681.0,3
5340,495,M,PhD,60,Other,67,82,Full,1,5028.0,3
5341,495,M,PhD,60,Other,67,83,Full,1,5380.0,3
5342,495,M,PhD,60,Other,67,84,Full,1,5746.0,3
5343,495,M,PhD,60,Other,67,85,Full,1,5746.0,3
5344,495,M,PhD,60,Other,67,86,Full,1,6540.0,3
5345,495,M,PhD,60,Other,67,87,Full,0,6868.0,3
5346,495,M,PhD,60,Other,67,88,Full,0,7067.0,3
5347,495,M,PhD,60,Other,67,89,Full,0,7525.373,3
5348,495,M,PhD,60,Other,67,90,Full,0,7915.0,3
5349,495,M,PhD,60,Other,67,91,Full,0,8283.0,3
5350,495,M,PhD,60,Other,67,92,Full,0,8402.0,3
5351,495,M,PhD,60,Other,67,93,Full,0,8646.0,3
5352,495,M,PhD,60,Other,67,94,Full,0,8646.0,3
5353,495,M,PhD,60,Other,67,95,Full,0,8896.0,3
5354,496,M,PhD,77,Prof,78,78,Assist,0,1828.0,1
5355,496,M,PhD,77,Prof,78,79,Assist,0,2079.0,1
5356,496,M,PhD,77,Prof,78,80,Assist,0,2464.0,1
5357,496,M,PhD,77,Prof,78,81,Assist,0,2758.0,1
5358,496,M,PhD,77,Prof,78,82,Assoc,0,2962.0,2
5359,496,M,PhD,77,Prof,78,83,Assoc,0,3605.0,2
5360,496,M,PhD,77,Prof,78,84,Assoc,0,3851.0,2
5361,496,M,PhD,77,Prof,78,85,Assoc,0,3851.0,2
5362,496,M,PhD,77,Prof,78,86,Assoc,0,4321.0,2
5363,496,M,PhD,77,Prof,78,87,Full,0,4669.0,3
5364,496,M,PhD,77,Prof,78,88,Full,0,4805.0,3
5365,496,M,PhD,77,Prof,78,89,Full,0,5522.0,3
5366,496,M,PhD,77,Prof,78,90,Full,0,6480.0,3
5367,496,M,PhD,77,Prof,78,91,Full,0,6878.0,3
5368,496,M,PhD,77,Prof,78,92,Full,0,7388.0,3
5369,496,M,PhD,77,Prof,78,93,Full,0,7602.0,3
5370,496,M,PhD,77,Prof,78,94,Full,0,7602.0,3
5371,496,M,PhD,77,Prof,78,95,Full,0,8049.0,3
5372,497,M,PhD,66,Arts,66,76,Assist,0,1803.0,1
5373,497,M,PhD,66,Arts,66,77,Assist,0,1942.0,1
5374,497,M,PhD,66,Arts,66,78,Assist,0,2019.0,1
