case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary,first_associate_year,promotion_year
2621,239,M,PhD,70,Other,78,92,Assoc,0,5712.0,82,93
2622,239,M,PhD,70,Other,78,93,Full,0,6223.0,82,93
2623,239,M,PhD,70,Other,78,94,Full,0,6223.0,82,93
2624,239,M,PhD,70,Other,78,95,Full,0,6382.0,82,93
2636,243,M,PhD,78,Prof,78,78,Assist,0,1866.0,84,92
2637,243,M,PhD,78,Prof,78,79,Assist,0,2079.0,84,92
2638,243,M,PhD,78,Prof,78,80,Assist,0,2290.0,84,92
2639,243,M,PhD,78,Prof,78,81,Assist,0,2642.0,84,92
2640,243,M,PhD,78,Prof,78,82,Assist,0,2758.0,84,92
2641,243,M,PhD,78,Prof,78,83,Assist,0,3658.0,84,92
2642,243,M,PhD,78,Prof,78,84,Assoc,0,3962.0,84,92
2643,243,M,PhD,78,Prof,78,85,Assoc,0,3962.0,84,92
2644,243,M,PhD,78,Prof,78,86,Assoc,0,4510.0,84,92
2645,243,M,PhD,78,Prof,78,87,Assoc,0,4736.0,84,92
2646,243,M,PhD,78,Prof,78,88,Assoc,0,4874.0,84,92
2647,243,M,PhD,78,Prof,78,89,Assoc,0,5215.0,84,92
2648,243,M,PhD,78,Prof,78,90,Assoc,0,5617.0,84,92
2649,243,M,PhD,78,Prof,78,91,Assoc,0,6313.0,84,92
2650,243,M,PhD,78,Prof,78,92,Full,0,6684.0,84,92
2651,243,M,PhD,78,Prof,78,93,Full,0,6878.0,84,92
2652,243,M,PhD,78,Prof,78,94,Full,0,6878.0,84,92
2653,243,M,PhD,78,Prof,78,95,Full,0,7494.0,84,92
2654,244,M,PhD,64,Other,67,76,Assoc,0,2196.0,76,79
2655,244,M,PhD,64,Other,67,77,Assoc,0,2419.0,76,79
2656,244,M,PhD,64,Other,67,78,Assoc,0,2628.0,76,79
2657,244,M,PhD,64,Other,67,79,Full,0,3032.0,76,79
2658,244,M,PhD,64,Other,67,80,Full,0,3348.0,76,79
2659,244,M,PhD,64,Other,67,81,Full,0,3777.0,76,79
2660,244,M,PhD,64,Other,67,82,Full,0,3777.0,76,79
2661,244,M,PhD,64,Other,67,83,Full,0,3985.0,76,79
2662,244,M,PhD,64,Other,67,84,Full,0,4256.0,76,79
2663,244,M,PhD,64,Other,67,85,Full,0,4256.0,76,79
2664,244,M,PhD,64,Other,67,86,Full,0,5203.0,76,79
2665,244,M,PhD,64,Other,67,87,Full,0,5464.0,76,79
2666,244,M,PhD,64,Other,67,88,Full,0,5623.0,76,79
2667,244,M,PhD,64,Other,67,89,Full,0,5846.0,76,79
2668,244,M,PhD,64,Other,67,90,Full,0,6120.0,76,79
2669,244,M,PhD,64,Other,67,91,Full,0,6781.0,76,79
2670,244,M,PhD,64,Other,67,92,Full,0,6878.0,76,79
2671,244,M,PhD,64,Other,67,93,Full,0,6977.0,76,79
2672,244,M,PhD,64,Other,67,94,Full,0,6977.0,76,79
2673,244,M,PhD,64,Other,67,95,Full,0,7180.0,76,79
2682,246,M,PhD,73,Other,75,76,Assist,0,1652.0,78,83
2683,246,M,PhD,73,Other,75,77,Assist,0,1904.0,78,83
2684,246,M,PhD,73,Other,75,78,Assoc,0,2097.0,78,83
2685,246,M,PhD,73,Other,75,79,Assoc,0,2369.0,78,83
2686,246,M,PhD,73,Other,75,80,Assoc,0,2642.0,78,83
2687,246,M,PhD,73,Other,75,81,Assoc,0,2920.0,78,83
2688,246,M,PhD,73,Other,75,82,Assoc,0,3092.0,78,83
2689,246,M,PhD,73,Other,75,83,Full,0,3357.0,78,83
2690,246,M,PhD,73,Other,75,84,Full,0,3742.0,78,83
2691,246,M,PhD,73,Other,75,85,Full,0,3742.0,78,83
2692,246,M,PhD,73,Other,75,86,Full,0,4844.0,78,83
2693,246,M,PhD,73,Other,75,87,Full,0,5087.0,78,83
2694,246,M,PhD,73,Other,75,88,Full,0,5235.0,78,83
2695,246,M,PhD,73,Other,75,89,Full,0,7244.0,78,83
2696,246,M,PhD,73,Other,75,90,Full,0,7369.0,78,83
2697,246,M,PhD,73,Other,75,91,Full,0,7712.0,78,83
2698,246,M,PhD,73,Other,75,92,Full,0,7935.0,78,83
2699,246,M,PhD,73,Other,75,93,Full,0,8165.0,78,83
2700,246,M,PhD,73,Other,75,94,Full,0,8165.0,78,83
2701,246,M,PhD,73,Other,75,95,Full,0,8402.0,78,83
2702,247,M,PhD,75,Arts,81,81,Assist,0,2000.0,85,92
2703,247,M,PhD,75,Arts,81,82,Assist,0,2290.0,85,92
2704,247,M,PhD,75,Arts,81,83,Assist,0,2451.0,85,92
2705,247,M,PhD,75,Arts,81,84,Assist,0,2732.0,85,92
2706,247,M,PhD,75,Arts,81,85,Assoc,0,2811.0,85,92
2707,247,M,PhD,75,Arts,81,86,Assoc,0,3437.0,85,92
2708,247,M,PhD,75,Arts,81,87,Assoc,0,3610.0,85,92
2709,247,M,PhD,75,Arts,81,88,Assoc,0,3768.0,85,92
2710,247,M,PhD,75,Arts,81,89,Assoc,0,4090.0,85,92
2711,247,M,PhD,75,Arts,81,90,Assoc,0,5229.0,85,92
2712,247,M,PhD,75,Arts,81,91,Assoc,0,5318.0,85,92
2713,247,M,PhD,75,Arts,81,92,Full,0,5631.0,85,92
2714,247,M,PhD,75,Arts,81,93,Full,0,5712.0,85,92
2715,247,M,PhD,75,Arts,81,94,Full,0,5712.0,85,92
2716,247,M,PhD,75,Arts,81,95,Full,0,6048.0,85,92
2731,250,F,PhD,70,Arts,73,76,Assoc,0,1683.0,76,81
2732,250,F,PhD,70,Arts,73,77,Assoc,0,1942.0,76,81
2733,250,F,PhD,70,Arts,73,78,Assoc,1,2216.0,76,81
2734,250,F,PhD,70,Arts,73,79,Assoc,1,2497.0,76,81
2735,250,F,PhD,70,Arts,73,80,Assoc,1,2732.0,76,81
2736,250,F,PhD,70,Arts,73,81,Full,1,3112.0,76,81
2737,250,F,PhD,70,Arts,73,82,Full,1,3275.0,76,81
2738,250,F,PhD,70,Arts,73,83,Full,1,3505.0,76,81
2739,250,F,PhD,70,Arts,73,84,Full,0,3723.881,76,81
2740,250,F,PhD,70,Arts,73,85,Full,1,3742.0,76,81
2741,250,F,PhD,70,Arts,73,86,Full,1,4321.0,76,81
2742,250,F,PhD,70,Arts,73,87,Full,1,4538.0,76,81
2743,250,F,PhD,70,Arts,73,88,Full,0,5208.955,76,81
2744,250,F,PhD,70,Arts,73,89,Full,0,5601.0,76,81
2745,250,F,PhD,70,Arts,73,90,Full,0,5863.0,76,81
2746,250,F,PhD,70,Arts,73,91,Full,0,6135.0,76,81
2747,250,F,PhD,70,Arts,73,92,Full,0,6313.0,76,81
2748,250,F,PhD,70,Arts,73,93,Full,0,6404.0,76,81
2749,250,F,PhD,70,Arts,73,94,Full,0,6404.0,76,81
2750,250,F,PhD,70,Arts,73,95,Full,0,6684.0,76,81
2751,252,M,PhD,84,Prof,84,84,Assist,0,3742.0,89,94
2752,252,M,PhD,84,Prof,84,85,Assist,0,3742.0,89,94
2753,252,M,PhD,84,Prof,84,86,Assist,0,4199.0,89,94
2754,252,M,PhD,84,Prof,84,87,Assist,0,4410.0,89,94
2755,252,M,PhD,84,Prof,84,88,Assist,0,4736.0,89,94
2756,252,M,PhD,84,Prof,84,89,Assoc,0,5443.0,89,94
2757,252,M,PhD,84,Prof,84,90,Assoc,0,6002.985,89,94
2758,252,M,PhD,84,Prof,84,91,Assoc,0,6404.0,89,94
2759,252,M,PhD,84,Prof,84,92,Assoc,0,6684.0,89,94
2760,252,M,PhD,84,Prof,84,93,Assoc,0,6878.0,89,94
2761,252,M,PhD,84,Prof,84,94,Full,0,7078.0,89,94
2762,252,M,PhD,84,Prof,84,95,Full,0,8770.0,89,94
2807,256,M,PhD,67,Other,70,76,Assoc,0,1982.0,76,83
2808,256,M,PhD,67,Other,70,77,Assoc,0,2136.0,76,83
2809,256,M,PhD,67,Other,70,78,Assoc,0,2216.0,76,83
2810,256,M,PhD,67,Other,70,79,Assoc,0,2411.0,76,83
2811,256,M,PhD,67,Other,70,80,Assoc,0,2597.0,76,83
2812,256,M,PhD,67,Other,70,81,Assoc,0,2823.881,76,83
2813,256,M,PhD,67,Other,70,82,Assoc,0,2962.0,76,83
2814,256,M,PhD,67,Other,70,83,Full,0,3310.0,76,83
2815,256,M,PhD,67,Other,70,84,Full,0,3742.0,76,83
2816,256,M,PhD,67,Other,70,85,Full,0,3742.0,76,83
2817,256,M,PhD,67,Other,70,86,Full,0,3854.0,76,83
2818,256,M,PhD,67,Other,70,87,Full,0,4047.0,76,83
2819,256,M,PhD,67,Other,70,88,Full,0,4047.0,76,83
2820,256,M,PhD,67,Other,70,89,Full,0,4456.0,76,83
2821,256,M,PhD,67,Other,70,90,Full,0,4533.0,76,83
2822,256,M,PhD,67,Other,70,91,Full,0,4676.0,76,83
2823,256,M,PhD,67,Other,70,92,Full,0,4676.0,76,83
2824,256,M,PhD,67,Other,70,93,Full,0,4676.0,76,83
2825,256,M,PhD,67,Other,70,94,Full,0,4676.0,76,83
2826,256,M,PhD,67,Other,70,95,Full,0,4676.0,76,83
2841,261,F,PhD,70,Other,72,76,Assist,0,1574.0,84,91
2842,261,F,PhD,70,Other,72,77,Assist,0,1715.0,84,91
2843,261,F,PhD,70,Other,72,78,Assist,0,1800.0,84,91
2844,261,F,PhD,70,Other,72,79,Assist,0,2000.0,84,91
2845,261,F,PhD,70,Other,72,80,Assist,0,2152.0,84,91
2846,261,F,PhD,70,Other,72,81,Assist,0,2353.0,84,91
2847,261,F,PhD,70,Other,72,82,Assist,0,2492.0,84,91
2848,261,F,PhD,70,Other,72,83,Assist,0,2630.0,84,91
2849,261,F,PhD,70,Other,72,84,Assoc,0,3016.0,84,91
2850,261,F,PhD,70,Other,72,85,Assoc,0,3016.0,84,91
2851,261,F,PhD,70,Other,72,86,Assoc,0,3384.0,84,91
2852,261,F,PhD,70,Other,72,87,Assoc,0,3555.0,84,91
2853,261,F,PhD,70,Other,72,88,Assoc,0,3764.0,84,91
2854,261,F,PhD,70,Other,72,89,Assoc,0,4264.0,84,91
2855,261,F,PhD,70,Other,72,90,Assoc,0,4527.0,84,91
2856,261,F,PhD,70,Other,72,91,Full,0,4945.0,84,91
2857,261,F,PhD,70,Other,72,92,Full,0,5236.0,84,91
2858,261,F,PhD,70,Other,72,93,Full,0,6488.0,84,91
2859,261,F,PhD,70,Other,72,94,Full,0,6488.0,84,91
2860,261,F,PhD,70,Other,72,95,Full,0,6870.0,84,91
2935,269,M,PhD,76,Other,80,80,Assist,0,2079.0,84,88
2936,269,M,PhD,76,Other,80,81,Assist,0,2255.0,84,88
2937,269,M,PhD,76,Other,80,82,Assist,0,2255.0,84,88
2938,269,M,PhD,76,Other,80,83,Assist,0,2482.0,84,88
2939,269,M,PhD,76,Other,80,84,Assoc,0,2977.0,84,88
2940,269,M,PhD,76,Other,80,85,Assoc,0,2977.0,84,88
2941,269,M,PhD,76,Other,80,86,Assoc,0,3487.0,84,88
2942,269,M,PhD,76,Other,80,87,Assoc,0,3662.0,84,88
2943,269,M,PhD,76,Other,80,88,Full,0,4944.0,84,88
2944,269,M,PhD,76,Other,80,89,Full,0,5290.0,84,88
2945,269,M,PhD,76,Other,80,90,Full,0,5617.0,84,88
2946,269,M,PhD,76,Other,80,91,Full,0,5794.0,84,88
2947,269,M,PhD,76,Other,80,92,Full,0,5962.0,84,88
2948,269,M,PhD,76,Other,80,93,Full,0,6223.0,84,88
2949,269,M,PhD,76,Other,80,94,Full,0,6223.0,84,88
2950,269,M,PhD,76,Other,80,95,Full,0,6496.0,84,88
2964,271,M,PhD,75,Other,80,80,Assist,0,2200.0,85,90
2965,271,M,PhD,75,Other,80,81,Assist,0,2425.0,85,90
2966,271,M,PhD,75,Other,80,82,Assist,0,2567.0,85,90
2967,271,M,PhD,75,Other,80,83,Assist,0,2827.0,85,90
2968,271,M,PhD,75,Other,80,84,Assist,0,3107.0,85,90
2969,271,M,PhD,75,Other,80,85,Assoc,0,3197.0,85,90
2970,271,M,PhD,75,Other,80,86,Assoc,0,3692.0,85,90
2971,271,M,PhD,75,Other,80,87,Assoc,0,3877.0,85,90
2972,271,M,PhD,75,Other,80,88,Assoc,0,4105.0,85,90
2973,271,M,PhD,75,Other,80,89,Assoc,0,4456.0,85,90
2974,271,M,PhD,75,Other,80,90,Full,0,4844.776,85,90
2975,271,M,PhD,75,Other,80,91,Full,0,5095.0,85,90
2976,271,M,PhD,75,Other,80,92,Full,0,5095.0,85,90
2977,271,M,PhD,75,Other,80,93,Full,0,5242.0,85,90
2978,271,M,PhD,75,Other,80,94,Full,0,5242.0,85,90
2979,271,M,PhD,75,Other,80,95,Full,0,5712.0,85,90
3157,291,M,PhD,78,Prof,81,81,Assist,0,2667.0,84,89
3158,291,M,PhD,78,Prof,81,82,Assist,0,3005.0,84,89
3159,291,M,PhD,78,Prof,81,83,Assist,0,3455.0,84,89
3160,291,M,PhD,78,Prof,81,84,Assoc,0,4135.0,84,89
3161,291,M,PhD,78,Prof,81,85,Assoc,0,4135.0,84,89
3162,291,M,PhD,78,Prof,81,89,Full,0,6940.0,84,89
3163,291,M,PhD,78,Prof,81,90,Full,0,7265.0,84,89
3164,291,M,PhD,78,Prof,81,91,Full,0,7712.0,84,89
3165,291,M,PhD,78,Prof,81,92,Full,0,8049.0,84,89
3166,291,M,PhD,78,Prof,81,93,Full,1,8283.0,84,89
3167,291,M,PhD,78,Prof,81,94,Full,0,8283.0,84,89
3168,291,M,PhD,78,Prof,81,95,Full,0,8646.0,84,89
3204,295,M,PhD,72,Prof,72,76,Assist,0,1487.0,78,88
3205,295,M,PhD,72,Prof,72,77,Assist,0,1675.0,78,88
3206,295,M,PhD,72,Prof,72,78,Assoc,0,1815.0,78,88
3207,295,M,PhD,72,Prof,72,79,Assoc,0,2249.0,78,88
3208,295,M,PhD,72,Prof,72,80,Assoc,0,2505.0,78,88
3209,295,M,PhD,72,Prof,72,81,Assoc,0,2834.0,78,88
3210,295,M,PhD,72,Prof,72,82,Assoc,0,2959.0,78,88
3211,295,M,PhD,72,Prof,72,83,Assoc,0,3353.0,78,88
3212,295,M,PhD,72,Prof,72,84,Assoc,0,3581.0,78,88
3213,295,M,PhD,72,Prof,72,85,Assoc,0,3581.0,78,88
3214,295,M,PhD,72,Prof,72,86,Assoc,0,4018.0,78,88
3215,295,M,PhD,72,Prof,72,87,Assoc,0,4220.0,78,88
3216,295,M,PhD,72,Prof,72,88,Full,0,4731.0,78,88
3217,295,M,PhD,72,Prof,72,89,Full,0,5208.0,78,88
3218,295,M,PhD,72,Prof,72,90,Full,0,5940.0,78,88
3219,295,M,PhD,72,Prof,72,91,Full,0,6878.0,78,88
3220,295,M,PhD,72,Prof,72,92,Full,0,7283.0,78,88
3221,295,M,PhD,72,Prof,72,93,Full,0,7602.0,78,88
3222,295,M,PhD,72,Prof,72,94,Full,0,7602.0,78,88
3223,295,M,PhD,72,Prof,72,95,Full,0,8049.0,78,88
3224,296,M,PhD,72,Other,80,80,Assoc,0,3500.0,80,82
3225,296,M,PhD,72,Other,80,81,Assoc,0,3943.0,80,82
3226,296,M,PhD,72,Other,80,82,Full,0,4235.0,80,82
3227,296,M,PhD,72,Other,80,83,Full,0,4468.0,80,82
3228,296,M,PhD,72,Other,80,84,Full,1,4841.0,80,82
3229,296,M,PhD,72,Other,80,85,Full,1,4841.0,80,82
3230,296,M,PhD,72,Other,80,86,Full,0,5431.0,80,82
3231,296,M,PhD,72,Other,80,87,Full,0,5703.0,80,82
3232,296,M,PhD,72,Other,80,88,Full,0,5869.0,80,82
3233,296,M,PhD,72,Other,80,89,Full,0,6462.0,80,82
3234,296,M,PhD,72,Other,80,90,Full,0,6764.0,80,82
3235,296,M,PhD,72,Other,80,91,Full,0,7078.0,80,82
3236,296,M,PhD,72,Other,80,92,Full,0,7494.0,80,82
3237,296,M,PhD,72,Other,80,93,Full,0,7712.0,80,82
3238,296,M,PhD,72,Other,80,94,Full,0,9693.0,80,82
3239,296,M,PhD,72,Other,80,95,Full,0,9693.0,80,82
3251,298,M,PhD,76,Prof,84,84,Assoc,0,3906.0,84,90
3252,298,M,PhD,76,Prof,84,85,Assoc,0,3906.0,84,90
3253,298,M,PhD,76,Prof,84,86,Assoc,0,4259.0,84,90
3254,298,M,PhD,76,Prof,84,87,Assoc,0,4473.0,84,90
3255,298,M,PhD,76,Prof,84,88,Assoc,0,4669.0,84,90
3256,298,M,PhD,76,Prof,84,89,Assoc,0,5116.418,84,90
3257,298,M,PhD,76,Prof,84,90,Full,1,5947.0,84,90
3258,298,M,PhD,76,Prof,84,91,Full,1,6590.0,84,90
3259,298,M,PhD,76,Prof,84,92,Full,1,7283.0,84,90
3260,298,M,PhD,76,Prof,84,93,Full,1,7602.0,84,90
3261,298,M,PhD,76,Prof,84,94,Full,1,7602.0,84,90
3262,298,M,PhD,76,Prof,84,95,Full,1,8283.0,84,90
3263,299,F,PhD,77,Arts,76,76,Assist,0,1412.0,84,93
3264,299,F,PhD,77,Arts,76,77,Assist,0,1608.0,84,93
3265,299,F,PhD,77,Arts,76,78,Assist,0,1680.0,84,93
3266,299,F,PhD,77,Arts,76,79,Assist,0,1881.0,84,93
3267,299,F,PhD,77,Arts,76,80,Assist,0,2037.0,84,93
3268,299,F,PhD,77,Arts,76,81,Assist,0,2225.0,84,93
3269,299,F,PhD,77,Arts,76,82,Assist,0,2357.0,84,93
3270,299,F,PhD,77,Arts,76,84,Assoc,0,2851.0,84,93
3271,299,F,PhD,77,Arts,76,85,Assoc,1,3484.0,84,93
3272,299,F,PhD,77,Arts,76,86,Assoc,1,3799.0,84,93
3273,299,F,PhD,77,Arts,76,87,Assoc,1,3990.0,84,93
3274,299,F,PhD,77,Arts,76,88,Assoc,1,4225.0,84,93
3275,299,F,PhD,77,Arts,76,89,Assoc,1,4585.0,84,93
3276,299,F,PhD,77,Arts,76,90,Assoc,0,4869.0,84,93
3277,299,F,PhD,77,Arts,76,91,Assoc,0,5168.0,84,93
3278,299,F,PhD,77,Arts,76,92,Assoc,0,5318.0,84,93
3279,299,F,PhD,77,Arts,76,93,Full,0,5878.0,84,93
3280,299,F,PhD,77,Arts,76,94,Full,0,5878.0,84,93
3281,299,F,PhD,77,Arts,76,95,Full,1,6135.0,84,93
3282,300,M,PhD,64,Prof,67,76,Assoc,0,2232.0,76,77
3283,300,M,PhD,64,Prof,67,77,Full,0,2543.077,76,77
3284,300,M,PhD,64,Prof,67,78,Full,0,2671.0,76,77
3285,300,M,PhD,64,Prof,67,79,Full,0,2986.0,76,77
3286,300,M,PhD,64,Prof,67,80,Full,0,3190.722,76,77
3287,300,M,PhD,64,Prof,67,81,Full,0,3671.0,76,77
3288,300,M,PhD,64,Prof,67,82,Full,0,3831.0,76,77
3289,300,M,PhD,64,Prof,67,83,Full,0,4468.0,76,77
3290,300,M,PhD,64,Prof,67,84,Full,0,4841.0,76,77
3291,300,M,PhD,64,Prof,67,85,Full,0,4841.0,76,77
3292,300,M,PhD,64,Prof,67,86,Full,0,6002.0,76,77
3293,300,M,PhD,64,Prof,67,87,Full,0,6304.0,76,77
3294,300,M,PhD,64,Prof,67,88,Full,0,6394.0,76,77
3295,300,M,PhD,64,Prof,67,89,Full,0,6842.0,76,77
3296,300,M,PhD,64,Prof,67,90,Full,0,7583.0,76,77
3297,300,M,PhD,64,Prof,67,91,Full,0,8049.0,76,77
3298,300,M,PhD,64,Prof,67,92,Full,0,8402.0,76,77
3299,300,M,PhD,64,Prof,67,93,Full,0,8646.0,76,77
3300,300,M,PhD,64,Prof,67,94,Full,0,8646.0,76,77
3301,300,M,PhD,64,Prof,67,95,Full,0,8896.0,76,77
3322,302,F,PhD,58,Arts,68,76,Assoc,0,1875.0,76,87
3323,302,F,PhD,58,Arts,68,77,Assoc,0,2019.0,76,87
3324,302,F,PhD,58,Arts,68,78,Assoc,0,2097.0,76,87
3325,302,F,PhD,58,Arts,68,79,Assoc,0,2285.0,76,87
3326,302,F,PhD,58,Arts,68,81,Assoc,0,2567.0,76,87
3327,302,F,PhD,58,Arts,68,82,Assoc,0,2567.0,76,87
3328,302,F,PhD,58,Arts,68,83,Assoc,0,2734.848,76,87
3329,302,F,PhD,58,Arts,68,84,Assoc,0,2770.0,76,87
3330,302,F,PhD,58,Arts,68,85,Assoc,0,2770.0,76,87
3331,302,F,PhD,58,Arts,68,86,Assoc,0,2855.0,76,87
3332,302,F,PhD,58,Arts,68,87,Full,1,3559.0,76,87
3333,302,F,PhD,58,Arts,68,88,Full,1,3877.0,76,87
3334,302,F,PhD,58,Arts,68,89,Full,1,4456.0,76,87
3335,302,F,PhD,58,Arts,68,90,Full,1,4800.0,76,87
3336,302,F,PhD,58,Arts,68,91,Full,1,5095.0,76,87
3337,302,F,PhD,58,Arts,68,92,Full,1,5242.0,76,87
3338,302,F,PhD,58,Arts,68,93,Full,0,5394.0,76,87
3339,302,F,PhD,58,Arts,68,94,Full,0,5394.0,76,87
3340,302,F,PhD,58,Arts,68,95,Full,0,5551.0,76,87
3363,305,M,PhD,73,Other,70,76,Assoc,0,2112.0,76,79
3364,305,M,PhD,73,Other,70,77,Assoc,0,2302.0,76,79
3365,305,M,PhD,73,Other,70,78,Assoc,0,2478.0,76,79
3366,305,M,PhD,73,Other,70,79,Full,0,2917.0,76,79
3367,305,M,PhD,73,Other,70,80,Full,0,3156.716,76,79
3368,305,M,PhD,73,Other,70,81,Full,0,3467.0,76,79
3369,305,M,PhD,73,Other,70,82,Full,1,3777.0,76,79
3370,305,M,PhD,73,Other,70,83,Full,1,4042.0,76,79
3371,305,M,PhD,73,Other,70,84,Full,1,4013.0,76,79
3372,305,M,PhD,73,Other,70,85,Full,0,4013.0,76,79
3373,305,M,PhD,73,Other,70,86,Full,0,4775.0,76,79
3374,305,M,PhD,73,Other,70,87,Full,0,5015.0,76,79
3375,305,M,PhD,73,Other,70,88,Full,0,5160.0,76,79
3376,305,M,PhD,73,Other,70,89,Full,0,5522.0,76,79
3377,305,M,PhD,73,Other,70,90,Full,0,6120.0,76,79
3378,305,M,PhD,73,Other,70,91,Full,0,6404.0,76,79
3379,305,M,PhD,73,Other,70,92,Full,0,6590.0,76,79
3380,305,M,PhD,73,Other,70,93,Full,0,6781.0,76,79
3381,305,M,PhD,73,Other,70,94,Full,0,6781.0,76,79
3382,305,M,PhD,73,Other,70,95,Full,0,6977.0,76,79
3383,306,M,PhD,70,Other,78,78,Assist,0,1912.0,79,84
3384,306,M,PhD,70,Other,78,79,Assoc,0,2243.0,79,84
3385,306,M,PhD,70,Other,78,80,Assoc,0,2464.0,79,84
3386,306,M,PhD,70,Other,78,81,Assoc,0,2681.25,79,84
3387,306,M,PhD,70,Other,78,82,Assoc,0,2798.0,79,84
3388,306,M,PhD,70,Other,78,83,Assoc,0,3605.0,79,84
3389,306,M,PhD,70,Other,78,84,Full,0,3962.0,79,84
3390,306,M,PhD,70,Other,78,85,Full,0,3962.0,79,84
3391,306,M,PhD,70,Other,78,86,Full,0,4446.0,79,84
3392,306,M,PhD,70,Other,78,87,Full,0,4669.0,79,84
3393,306,M,PhD,70,Other,78,88,Full,0,5015.0,79,84
3394,306,M,PhD,70,Other,78,89,Full,0,5443.0,79,84
3395,306,M,PhD,70,Other,78,90,Full,0,6668.0,79,84
3396,306,M,PhD,70,Other,78,91,Full,0,6781.0,79,84
3397,306,M,PhD,70,Other,78,92,Full,0,6878.0,79,84
3398,306,M,PhD,70,Other,78,93,Full,0,7180.0,79,84
3399,306,M,PhD,70,Other,78,94,Full,0,7180.0,79,84
3400,306,M,PhD,70,Other,78,95,Full,0,7494.0,79,84
3409,309,F,PhD,73,Other,75,76,Assist,0,1472.0,81,86
3410,309,F,PhD,73,Other,75,77,Assist,0,1608.0,81,86
3411,309,F,PhD,73,Other,75,78,Assist,0,1717.0,81,86
3412,309,F,PhD,73,Other,75,79,Assist,0,1959.0,81,86
3413,309,F,PhD,73,Other,75,80,Assist,0,2121.0,81,86
3414,309,F,PhD,73,Other,75,81,Assoc,0,2460.0,81,86
3415,309,F,PhD,73,Other,75,82,Assoc,0,2605.0,81,86
3416,309,F,PhD,73,Other,75,83,Assoc,0,2910.0,81,86
3417,309,F,PhD,73,Other,75,84,Assoc,0,3152.0,81,86
3418,309,F,PhD,73,Other,75,85,Assoc,0,3152.0,81,86
3419,309,F,PhD,73,Other,75,86,Full,0,4023.0,81,86
3420,309,F,PhD,73,Other,75,87,Full,0,4225.0,81,86
3421,309,F,PhD,73,Other,75,88,Full,0,4347.0,81,86
3422,309,F,PhD,73,Other,75,89,Full,0,5763.0,81,86
3423,309,F,PhD,73,Other,75,90,Full,0,5863.0,81,86
3424,309,F,PhD,73,Other,75,91,Full,0,6223.0,81,86
3425,309,F,PhD,73,Other,75,92,Full,0,6404.0,81,86
3426,309,F,PhD,73,Other,75,93,Full,0,6590.0,81,86
3427,309,F,PhD,73,Other,75,94,Full,0,6590.0,81,86
3428,309,F,PhD,73,Other,75,95,Full,0,6781.0,81,86
3440,312,F,PhD,81,Other,86,86,Assist,0,2980.0,89,93
3441,312,F,PhD,81,Other,86,87,Assist,0,3129.0,89,93
3442,312,F,PhD,81,Other,86,88,Assist,0,3361.0,89,93
3443,312,F,PhD,81,Other,86,89,Assoc,0,3863.0,89,93
3444,312,F,PhD,81,Other,86,90,Assoc,0,4160.0,89,93
3445,312,F,PhD,81,Other,86,91,Assoc,0,4480.0,89,93
3446,312,F,PhD,81,Other,86,92,Assoc,0,4743.0,89,93
3447,312,F,PhD,81,Other,86,93,Full,0,5242.0,89,93
3448,312,F,PhD,81,Other,86,94,Full,0,5242.0,89,93
3449,312,F,PhD,81,Other,86,95,Full,0,5551.0,89,93
3452,315,F,PhD,81,Arts,85,85,Assist,0,2445.0,89,94
3453,315,F,PhD,81,Arts,85,86,Assist,0,2546.0,89,94
3454,315,F,PhD,81,Arts,85,87,Assist,0,2674.0,89,94
3455,315,F,PhD,81,Arts,85,88,Assist,0,2998.0,89,94
3456,315,F,PhD,81,Arts,85,89,Assoc,0,3596.0,89,94
3457,315,F,PhD,81,Arts,85,90,Assoc,0,3818.0,89,94
3458,315,F,PhD,81,Arts,85,91,Assoc,0,4053.0,89,94
3459,315,F,PhD,81,Arts,85,92,Assoc,0,4231.0,89,94
3460,315,F,PhD,81,Arts,85,93,Assoc,1,4812.0,89,94
3461,315,F,PhD,81,Arts,85,94,Full,1,5095.0,89,94
3462,315,F,PhD,81,Arts,85,95,Full,1,7379.0,89,94
3508,320,M,PhD,67,Other,69,76,Assoc,0,1875.0,76,78
3509,320,M,PhD,67,Other,69,77,Assoc,0,2086.567,76,78
3510,320,M,PhD,67,Other,69,78,Full,0,2256.0,76,78
3511,320,M,PhD,67,Other,69,79,Full,0,2583.0,76,78
3512,320,M,PhD,67,Other,69,80,Full,0,2810.448,76,78
3513,320,M,PhD,67,Other,69,81,Full,0,3182.0,76,78
3514,320,M,PhD,67,Other,69,82,Full,0,3275.0,76,78
3515,320,M,PhD,67,Other,69,83,Full,0,3605.0,76,78
3516,320,M,PhD,67,Other,69,84,Full,0,3941.791,76,78
3517,320,M,PhD,67,Other,69,85,Full,0,3962.0,76,78
3518,320,M,PhD,67,Other,69,86,Full,0,4775.0,76,78
3519,320,M,PhD,67,Other,69,87,Full,0,5015.0,76,78
3520,320,M,PhD,67,Other,69,88,Full,0,5160.0,76,78
3521,320,M,PhD,67,Other,69,89,Full,0,5495.522,76,78
3522,320,M,PhD,67,Other,69,90,Full,0,5780.0,76,78
3523,320,M,PhD,67,Other,69,91,Full,0,6313.0,76,78
3524,320,M,PhD,67,Other,69,92,Full,0,6496.0,76,78
3525,320,M,PhD,67,Other,69,93,Full,0,6684.0,76,78
